Season,Date,Team,Opp,Result,Name,Distance,Good,Block,Playoffs
2014,10/19/2014,GB,CAR,W 38-17,Mason Crosby,34,1,0,0
2014,10/19/2014,DET,NO,W 24-23,Matt Prater,21,1,0,0
2014,10/19/2014,DAL,NYG,W 31-21,Dan Bailey,49,1,0,0
2014,10/19/2014,CLE,JAX,L 6-24,Billy Cundiff,40,1,0,0
2014,10/19/2014,CLE,JAX,L 6-24,Billy Cundiff,22,1,0,0
2014,10/19/2014,CAR,GB,L 17-38,Graham Gano,33,1,0,0
2014,10/19/2014,BUF,MIN,W 17-16,Dan Carpenter,31,1,0,0
2014,10/19/2014,BAL,ATL,W 29-7,Justin Tucker,38,1,0,0
2014,10/19/2014,ATL,BAL,L 7-29,Matt Bryant,57,0,0,0
2014,10/19/2014,ARI,OAK,W 24-13,Chandler Catanzaro,41,1,0,0
2014,10/16/2014,NYJ,NE,L 25-27,Nick Folk,58,0,1,0
2014,10/16/2014,NYJ,NE,L 25-27,Nick Folk,47,1,0,0
2014,10/16/2014,NYJ,NE,L 25-27,Nick Folk,46,1,0,0
2014,10/16/2014,NYJ,NE,L 25-27,Nick Folk,27,1,0,0
2014,10/16/2014,NYJ,NE,L 25-27,Nick Folk,22,1,0,0
2014,10/16/2014,NE,NYJ,W 27-25,Stephen Gostkowski,39,1,0,0
2014,10/16/2014,NE,NYJ,W 27-25,Stephen Gostkowski,36,1,0,0
2014,10/13/2014,STL,SF,L 17-31,Greg Zuerlein,38,1,0,0
2014,10/13/2014,SF,STL,W 31-17,Phil Dawson,54,1,0,0
2014,10/12/2014,WAS,ARI,L 20-30,Kai Forbath,43,1,0,0
2014,10/12/2014,WAS,ARI,L 20-30,Kai Forbath,28,1,0,0
2014,10/12/2014,TEN,JAX,W 16-14,Ryan Succop,42,1,0,0
2014,10/12/2014,TEN,JAX,W 16-14,Ryan Succop,25,1,0,0
2014,10/12/2014,TEN,JAX,W 16-14,Ryan Succop,21,1,0,0
2014,10/12/2014,TB,BAL,L 17-48,Patrick Murray,47,1,0,0
2014,10/12/2014,TB,BAL,L 17-48,Patrick Murray,45,0,0,0
2014,10/12/2014,SEA,DAL,L 23-30,Steven Hauschka,48,1,0,0
2014,10/12/2014,SEA,DAL,L 23-30,Steven Hauschka,33,1,0,0
2014,10/12/2014,SD,OAK,W 31-28,Nick Novak,30,1,0,0
2014,10/12/2014,PIT,CLE,L 10-31,Shaun Suisham,20,1,0,0
2014,10/12/2014,PHI,NYG,W 27-0,Cody Parkey,45,1,0,0
2014,10/12/2014,PHI,NYG,W 27-0,Cody Parkey,31,1,0,0
2014,10/12/2014,OAK,SD,L 28-31,Sebastian Janikowski,53,0,0,0
2014,10/12/2014,NYJ,DEN,L 17-31,Nick Folk,30,1,0,0
2014,10/12/2014,NE,BUF,W 37-22,Stephen Gostkowski,53,1,0,0
2014,10/12/2014,NE,BUF,W 37-22,Stephen Gostkowski,42,1,0,0
2014,10/12/2014,NE,BUF,W 37-22,Stephen Gostkowski,40,1,0,0
2014,10/12/2014,NE,BUF,W 37-22,Stephen Gostkowski,36,0,0,0
2014,10/12/2014,MIN,DET,L 3-17,Blair Walsh,40,1,0,0
2014,10/12/2014,MIA,GB,L 24-27,Caleb Sturgis,48,1,0,0
2014,10/12/2014,JAX,TEN,L 14-16,Josh Scobee,55,0,1,0
2014,10/12/2014,GB,MIA,W 27-24,Mason Crosby,43,1,0,0
2014,10/12/2014,GB,MIA,W 27-24,Mason Crosby,30,1,0,0
2014,10/12/2014,DET,MIN,W 17-3,Matt Prater,52,1,0,0
2014,10/12/2014,DET,MIN,W 17-3,Matt Prater,50,0,0,0
2014,10/12/2014,DET,MIN,W 17-3,Matt Prater,44,0,0,0
2014,10/12/2014,DEN,NYJ,W 31-17,Brandon McManus,37,1,0,0
2014,10/12/2014,DAL,SEA,W 30-23,Dan Bailey,56,1,0,0
2014,10/12/2014,DAL,SEA,W 30-23,Dan Bailey,42,1,0,0
2014,10/12/2014,DAL,SEA,W 30-23,Dan Bailey,31,1,0,0
2014,10/12/2014,CLE,PIT,W 31-10,Billy Cundiff,40,1,0,0
2014,10/12/2014,CIN,CAR,T 37-37,Mike Nugent,44,1,0,0
2014,10/12/2014,CIN,CAR,T 37-37,Mike Nugent,42,1,0,0
2014,10/12/2014,CIN,CAR,T 37-37,Mike Nugent,38,1,0,0
2014,10/12/2014,CIN,CAR,T 37-37,Mike Nugent,36,0,0,0
2014,10/12/2014,CHI,ATL,W 27-13,Robbie Gould,28,1,0,0
2014,10/12/2014,CHI,ATL,W 27-13,Robbie Gould,25,1,0,0
2014,10/12/2014,CAR,CIN,T 37-37,Graham Gano,44,1,0,0
2014,10/12/2014,CAR,CIN,T 37-37,Graham Gano,39,1,0,0
2014,10/12/2014,CAR,CIN,T 37-37,Graham Gano,38,0,0,0
2014,10/12/2014,CAR,CIN,T 37-37,Graham Gano,36,1,0,0
2014,10/12/2014,BAL,TB,W 48-17,Justin Tucker,64,0,1,0
2014,10/12/2014,BAL,TB,W 48-17,Justin Tucker,49,1,0,0
2014,10/12/2014,BAL,TB,W 48-17,Justin Tucker,46,1,0,0
2014,10/12/2014,ATL,CHI,L 13-27,Matt Bryant,54,1,0,0
2014,10/12/2014,ATL,CHI,L 13-27,Matt Bryant,52,1,0,0
2014,10/12/2014,ARI,WAS,W 30-20,Chandler Catanzaro,49,1,0,0
2014,10/12/2014,ARI,WAS,W 30-20,Chandler Catanzaro,37,1,0,0
2014,10/12/2014,ARI,WAS,W 30-20,Chandler Catanzaro,33,1,0,0
2014,10/9/2014,IND,HOU,W 33-28,Adam Vinatieri,34,1,0,0
2014,10/9/2014,IND,HOU,W 33-28,Adam Vinatieri,27,1,0,0
2014,10/9/2014,HOU,IND,L 28-33,Randy Bullock,37,0,0,0
2014,10/6/2014,WAS,SEA,L 17-27,Kai Forbath,27,1,0,0
2014,10/6/2014,SEA,WAS,W 27-17,Steven Hauschka,43,1,0,0
2014,10/6/2014,SEA,WAS,W 27-17,Steven Hauschka,40,1,0,0
2014,10/5/2014,TB,NO,L 31-37,Patrick Murray,55,1,0,0
2014,10/5/2014,SF,KC,W 22-17,Phil Dawson,55,1,0,0
2014,10/5/2014,SF,KC,W 22-17,Phil Dawson,52,1,0,0
2014,10/5/2014,SF,KC,W 22-17,Phil Dawson,31,1,0,0
2014,10/5/2014,SF,KC,W 22-17,Phil Dawson,30,1,0,0
2014,10/5/2014,SF,KC,W 22-17,Phil Dawson,27,1,0,0
2014,10/5/2014,SD,NYJ,W 31-0,Nick Novak,34,1,0,0
2014,10/5/2014,PIT,JAX,W 17-9,Shaun Suisham,24,1,0,0
2014,10/5/2014,PHI,STL,W 34-28,Cody Parkey,27,1,0,0
2014,10/5/2014,PHI,STL,W 34-28,Cody Parkey,26,1,0,0
2014,10/5/2014,NYG,ATL,W 30-20,Josh Brown,50,1,0,0
2014,10/5/2014,NYG,ATL,W 30-20,Josh Brown,49,1,0,0
2014,10/5/2014,NYG,ATL,W 30-20,Josh Brown,26,1,0,0
2014,10/5/2014,NE,CIN,W 43-17,Stephen Gostkowski,48,1,0,0
2014,10/5/2014,NE,CIN,W 43-17,Stephen Gostkowski,47,1,0,0
2014,10/5/2014,NE,CIN,W 43-17,Stephen Gostkowski,35,1,0,0
2014,10/5/2014,NE,CIN,W 43-17,Stephen Gostkowski,23,1,0,0
2014,10/5/2014,NE,CIN,W 43-17,Stephen Gostkowski,19,1,0,0
2014,10/5/2014,NO,TB,W 37-31,Shayne Graham,44,1,0,0
2014,10/5/2014,NO,TB,W 37-31,Shayne Graham,30,1,0,0
2014,10/5/2014,NO,TB,W 37-31,Shayne Graham,29,1,0,0
2014,10/5/2014,KC,SF,L 17-22,Cairo Santos,42,1,0,0
2014,10/5/2014,JAX,PIT,L 9-17,Josh Scobee,43,1,0,0
2014,10/5/2014,JAX,PIT,L 9-17,Josh Scobee,36,1,0,0
2014,10/5/2014,JAX,PIT,L 9-17,Josh Scobee,35,1,0,0
2014,10/5/2014,IND,BAL,W 20-13,Adam Vinatieri,38,1,0,0
2014,10/5/2014,IND,BAL,W 20-13,Adam Vinatieri,34,1,0,0
2014,10/5/2014,HOU,DAL,L 17-20,Randy Bullock,29,1,0,0
2014,10/5/2014,DET,BUF,L 14-17,Alex Henery,50,0,0,0
2014,10/5/2014,DET,BUF,L 14-17,Alex Henery,47,0,0,0
2014,10/5/2014,DET,BUF,L 14-17,Alex Henery,44,0,0,0
2014,10/5/2014,DEN,ARI,W 41-20,Brandon McManus,53,0,0,0
2014,10/5/2014,DEN,ARI,W 41-20,Brandon McManus,44,1,0,0
2014,10/5/2014,DEN,ARI,W 41-20,Brandon McManus,41,1,0,0
2014,10/5/2014,DAL,HOU,W 20-17,Dan Bailey,53,0,0,0
2014,10/5/2014,DAL,HOU,W 20-17,Dan Bailey,49,1,0,0
2014,10/5/2014,DAL,HOU,W 20-17,Dan Bailey,33,1,0,0
2014,10/5/2014,CLE,TEN,W 29-28,Billy Cundiff,42,1,0,0
2014,10/5/2014,CLE,TEN,W 29-28,Billy Cundiff,38,1,0,0
2014,10/5/2014,CIN,NE,L 17-43,Mike Nugent,52,0,0,0
2014,10/5/2014,CIN,NE,L 17-43,Mike Nugent,23,1,0,0
2014,10/5/2014,CHI,CAR,L 24-31,Robbie Gould,45,1,0,0
2014,10/5/2014,CHI,CAR,L 24-31,Robbie Gould,35,0,0,0
2014,10/5/2014,CAR,CHI,W 31-24,Graham Gano,44,1,0,0
2014,10/5/2014,BUF,DET,W 17-14,Dan Carpenter,58,1,0,0
2014,10/5/2014,BUF,DET,W 17-14,Dan Carpenter,50,0,0,0
2014,10/5/2014,BUF,DET,W 17-14,Dan Carpenter,45,1,0,0
2014,10/5/2014,BUF,DET,W 17-14,Dan Carpenter,25,1,0,0
2014,10/5/2014,BAL,IND,L 13-20,Justin Tucker,52,1,0,0
2014,10/5/2014,BAL,IND,L 13-20,Justin Tucker,27,1,0,0
2014,10/5/2014,ATL,NYG,L 20-30,Matt Bryant,20,1,0,0
2014,10/5/2014,ARI,DEN,L 20-41,Chandler Catanzaro,48,1,0,0
2014,10/5/2014,ARI,DEN,L 20-41,Chandler Catanzaro,33,1,0,0
2014,10/2/2014,MIN,GB,L 10-42,Blair Walsh,26,1,0,0
2014,9/29/2014,KC,NE,W 41-14,Cairo Santos,31,1,0,0
2014,9/29/2014,KC,NE,W 41-14,Cairo Santos,22,1,0,0
2014,9/28/2014,TEN,IND,L 17-41,Ryan Succop,36,1,0,0
2014,9/28/2014,TB,PIT,W 27-24,Patrick Murray,50,1,0,0
2014,9/28/2014,TB,PIT,W 27-24,Patrick Murray,27,1,0,0
2014,9/28/2014,SF,PHI,W 26-21,Phil Dawson,51,1,0,0
2014,9/28/2014,SF,PHI,W 26-21,Phil Dawson,46,1,0,0
2014,9/28/2014,SF,PHI,W 26-21,Phil Dawson,31,1,0,0
2014,9/28/2014,SF,PHI,W 26-21,Phil Dawson,29,1,0,0
2014,9/28/2014,SD,JAX,W 33-14,Nick Novak,37,1,0,0
2014,9/28/2014,SD,JAX,W 33-14,Nick Novak,34,1,0,0
2014,9/28/2014,SD,JAX,W 33-14,Nick Novak,33,1,0,0
2014,9/28/2014,SD,JAX,W 33-14,Nick Novak,23,1,0,0
2014,9/28/2014,PIT,TB,L 24-27,Shaun Suisham,50,0,0,0
2014,9/28/2014,PIT,TB,L 24-27,Shaun Suisham,25,1,0,0
2014,9/28/2014,NYJ,DET,L 17-24,Nick Folk,27,1,0,0
2014,9/28/2014,NO,DAL,L 17-38,Shayne Graham,41,0,0,0
2014,9/28/2014,NO,DAL,L 17-38,Shayne Graham,30,1,0,0
2014,9/28/2014,MIN,ATL,W 41-28,Blair Walsh,55,1,0,0
2014,9/28/2014,MIN,ATL,W 41-28,Blair Walsh,49,0,0,0
2014,9/28/2014,MIN,ATL,W 41-28,Blair Walsh,41,1,0,0
2014,9/28/2014,MIN,ATL,W 41-28,Blair Walsh,33,1,0,0
2014,9/28/2014,MIN,ATL,W 41-28,Blair Walsh,18,1,0,0
2014,9/28/2014,MIA,OAK,W 38-14,Caleb Sturgis,41,1,0,0
2014,9/28/2014,IND,TEN,W 41-17,Adam Vinatieri,31,1,0,0
2014,9/28/2014,IND,TEN,W 41-17,Adam Vinatieri,30,1,0,0
2014,9/28/2014,HOU,BUF,W 23-17,Randy Bullock,55,1,0,0
2014,9/28/2014,HOU,BUF,W 23-17,Randy Bullock,50,1,0,0
2014,9/28/2014,HOU,BUF,W 23-17,Randy Bullock,41,1,0,0
2014,9/28/2014,GB,CHI,W 38-17,Mason Crosby,53,1,0,0
2014,9/28/2014,GB,CHI,W 38-17,Mason Crosby,38,0,1,0
2014,9/28/2014,DET,NYJ,W 24-17,Alex Henery,52,0,0,0
2014,9/28/2014,DET,NYJ,W 24-17,Alex Henery,51,1,0,0
2014,9/28/2014,DAL,NO,W 38-17,Dan Bailey,51,1,0,0
2014,9/28/2014,CHI,GB,L 17-38,Robbie Gould,23,1,0,0
2014,9/28/2014,CAR,BAL,L 10-38,Graham Gano,37,1,0,0
2014,9/28/2014,BUF,HOU,L 17-23,Dan Carpenter,31,1,0,0
2014,9/28/2014,BAL,CAR,W 38-10,Justin Tucker,57,0,0,0
2014,9/28/2014,BAL,CAR,W 38-10,Justin Tucker,30,1,0,0
2014,9/25/2014,NYG,WAS,W 45-14,Josh Brown,29,1,0,0
2014,9/22/2014,NYJ,CHI,L 19-27,Nick Folk,43,1,0,0
2014,9/22/2014,NYJ,CHI,L 19-27,Nick Folk,42,1,0,0
2014,9/22/2014,NYJ,CHI,L 19-27,Nick Folk,28,1,0,0
2014,9/22/2014,NYJ,CHI,L 19-27,Nick Folk,22,1,0,0
2014,9/22/2014,CHI,NYJ,W 27-19,Robbie Gould,45,1,0,0
2014,9/22/2014,CHI,NYJ,W 27-19,Robbie Gould,24,1,0,0
2014,9/21/2014,WAS,PHI,L 34-37,Kai Forbath,49,1,0,0
2014,9/21/2014,WAS,PHI,L 34-37,Kai Forbath,44,1,0,0
2014,9/21/2014,WAS,PHI,L 34-37,Kai Forbath,33,0,0,0
2014,9/21/2014,TEN,CIN,L 7-33,Ryan Succop,44,0,0,0
2014,9/21/2014,TEN,CIN,L 7-33,Ryan Succop,40,0,0,0
2014,9/21/2014,STL,DAL,L 31-34,Greg Zuerlein,28,1,0,0
2014,9/21/2014,SF,ARI,L 14-23,Phil Dawson,45,0,1,0
2014,9/21/2014,SEA,DEN,W 26-20,Steven Hauschka,46,0,1,0
2014,9/21/2014,SEA,DEN,W 26-20,Steven Hauschka,28,1,0,0
2014,9/21/2014,SEA,DEN,W 26-20,Steven Hauschka,20,1,0,0
2014,9/21/2014,SD,BUF,W 22-10,Nick Novak,37,1,0,0
2014,9/21/2014,SD,BUF,W 22-10,Nick Novak,19,1,0,0
2014,9/21/2014,PIT,CAR,W 37-19,Shaun Suisham,45,1,0,0
2014,9/21/2014,PIT,CAR,W 37-19,Shaun Suisham,42,1,0,0
2014,9/21/2014,PIT,CAR,W 37-19,Shaun Suisham,24,1,0,0
2014,9/21/2014,PHI,WAS,W 37-34,Cody Parkey,51,1,0,0
2014,9/21/2014,PHI,WAS,W 37-34,Cody Parkey,38,1,0,0
2014,9/21/2014,PHI,WAS,W 37-34,Cody Parkey,33,1,0,0
2014,9/21/2014,OAK,NE,L 9-16,Sebastian Janikowski,49,1,0,0
2014,9/21/2014,OAK,NE,L 9-16,Sebastian Janikowski,47,1,0,0
2014,9/21/2014,OAK,NE,L 9-16,Sebastian Janikowski,37,1,0,0
2014,9/21/2014,NYG,HOU,W 30-17,Josh Brown,39,1,0,0
2014,9/21/2014,NYG,HOU,W 30-17,Josh Brown,31,1,0,0
2014,9/21/2014,NYG,HOU,W 30-17,Josh Brown,29,1,0,0
2014,9/21/2014,NE,OAK,W 16-9,Stephen Gostkowski,36,1,0,0
2014,9/21/2014,NE,OAK,W 16-9,Stephen Gostkowski,21,1,0,0
2014,9/21/2014,NE,OAK,W 16-9,Stephen Gostkowski,20,1,0,0
2014,9/21/2014,MIN,NO,L 9-20,Blair Walsh,40,1,0,0
2014,9/21/2014,MIN,NO,L 9-20,Blair Walsh,30,1,0,0
2014,9/21/2014,MIN,NO,L 9-20,Blair Walsh,25,1,0,0
2014,9/21/2014,MIA,KC,L 15-34,Caleb Sturgis,51,1,0,0
2014,9/21/2014,MIA,KC,L 15-34,Caleb Sturgis,48,0,0,0
2014,9/21/2014,MIA,KC,L 15-34,Caleb Sturgis,22,1,0,0
2014,9/21/2014,JAX,IND,L 17-44,Josh Scobee,41,1,0,0
2014,9/21/2014,IND,JAX,W 44-17,Adam Vinatieri,48,1,0,0
2014,9/21/2014,IND,JAX,W 44-17,Adam Vinatieri,43,1,0,0
2014,9/21/2014,IND,JAX,W 44-17,Adam Vinatieri,25,1,0,0
2014,9/21/2014,HOU,NYG,L 17-30,Randy Bullock,27,1,0,0
2014,9/21/2014,DET,GB,W 19-7,Nate Freese,41,0,0,0
2014,9/21/2014,DET,GB,W 19-7,Nate Freese,30,1,0,0
2014,9/21/2014,DEN,SEA,L 20-26,Brandon McManus,24,1,0,0
2014,9/21/2014,DAL,STL,W 34-31,Dan Bailey,40,1,0,0
2014,9/21/2014,DAL,STL,W 34-31,Dan Bailey,29,1,0,0
2014,9/21/2014,CLE,BAL,L 21-23,Billy Cundiff,50,0,0,0
2014,9/21/2014,CLE,BAL,L 21-23,Billy Cundiff,36,0,1,0
2014,9/21/2014,CIN,TEN,W 33-7,Mike Nugent,29,1,0,0
2014,9/21/2014,CAR,PIT,L 19-37,Graham Gano,40,1,0,0
2014,9/21/2014,BUF,SD,L 10-22,Dan Carpenter,45,1,0,0
2014,9/21/2014,BAL,CLE,W 23-21,Justin Tucker,38,1,0,0
2014,9/21/2014,BAL,CLE,W 23-21,Justin Tucker,32,1,0,0
2014,9/21/2014,BAL,CLE,W 23-21,Justin Tucker,21,1,0,0
2014,9/21/2014,ARI,SF,W 23-14,Chandler Catanzaro,51,1,0,0
2014,9/21/2014,ARI,SF,W 23-14,Chandler Catanzaro,35,1,0,0
2014,9/21/2014,ARI,SF,W 23-14,Chandler Catanzaro,32,1,0,0
2014,9/18/2014,ATL,TB,W 56-14,Matt Bryant,59,0,0,0
2014,9/15/2014,PHI,IND,W 30-27,Cody Parkey,38,0,0,0
2014,9/15/2014,PHI,IND,W 30-27,Cody Parkey,36,1,0,0
2014,9/15/2014,PHI,IND,W 30-27,Cody Parkey,31,1,0,0
2014,9/15/2014,PHI,IND,W 30-27,Cody Parkey,23,1,0,0
2014,9/15/2014,IND,PHI,L 27-30,Adam Vinatieri,46,1,0,0
2014,9/15/2014,IND,PHI,L 27-30,Adam Vinatieri,27,1,0,0
2014,9/14/2014,WAS,JAX,W 41-10,Kai Forbath,42,1,0,0
2014,9/14/2014,WAS,JAX,W 41-10,Kai Forbath,36,1,0,0
2014,9/14/2014,TEN,DAL,L 10-26,Ryan Succop,47,1,0,0
2014,9/14/2014,TB,STL,L 17-19,Patrick Murray,36,1,0,0
2014,9/14/2014,TB,STL,L 17-19,Patrick Murray,24,0,1,0
2014,9/14/2014,STL,TB,W 19-17,Greg Zuerlein,46,1,0,0
2014,9/14/2014,STL,TB,W 19-17,Greg Zuerlein,38,1,0,0
2014,9/14/2014,STL,TB,W 19-17,Greg Zuerlein,36,1,0,0
2014,9/14/2014,STL,TB,W 19-17,Greg Zuerlein,35,1,0,0
2014,9/14/2014,SF,CHI,L 20-28,Phil Dawson,27,1,0,0
2014,9/14/2014,SF,CHI,L 20-28,Phil Dawson,24,1,0,0
2014,9/14/2014,SD,SEA,W 30-21,Nick Novak,50,1,0,0
2014,9/14/2014,SD,SEA,W 30-21,Nick Novak,43,1,0,0
2014,9/14/2014,SD,SEA,W 30-21,Nick Novak,28,1,0,0
2014,9/14/2014,NYJ,GB,L 24-31,Nick Folk,52,1,0,0
2014,9/14/2014,NE,MIN,W 30-7,Stephen Gostkowski,48,1,0,0
2014,9/14/2014,NE,MIN,W 30-7,Stephen Gostkowski,47,1,0,0
2014,9/14/2014,NE,MIN,W 30-7,Stephen Gostkowski,27,1,0,0
2014,9/14/2014,NO,CLE,L 24-26,Shayne Graham,27,1,0,0
2014,9/14/2014,MIN,NE,L 7-30,Blair Walsh,48,0,1,0
2014,9/14/2014,MIA,BUF,L 10-29,Caleb Sturgis,34,1,0,0
2014,9/14/2014,KC,DEN,L 17-24,Cairo Santos,45,1,0,0
2014,9/14/2014,KC,DEN,L 17-24,Cairo Santos,37,0,0,0
2014,9/14/2014,JAX,WAS,L 10-41,Josh Scobee,36,1,0,0
2014,9/14/2014,HOU,OAK,W 30-14,Randy Bullock,46,1,0,0
2014,9/14/2014,HOU,OAK,W 30-14,Randy Bullock,39,1,0,0
2014,9/14/2014,HOU,OAK,W 30-14,Randy Bullock,33,1,0,0
2014,9/14/2014,HOU,OAK,W 30-14,Randy Bullock,27,0,1,0
2014,9/14/2014,GB,NYJ,W 31-24,Mason Crosby,55,1,0,0
2014,9/14/2014,GB,NYJ,W 31-24,Mason Crosby,31,1,0,0
2014,9/14/2014,GB,NYJ,W 31-24,Mason Crosby,20,1,0,0
2014,9/14/2014,DET,CAR,L 7-24,Nate Freese,49,0,0,0
2014,9/14/2014,DEN,KC,W 24-17,Brandon McManus,20,1,0,0
2014,9/14/2014,DAL,TEN,W 26-10,Dan Bailey,51,1,0,0
2014,9/14/2014,DAL,TEN,W 26-10,Dan Bailey,48,1,0,0
2014,9/14/2014,DAL,TEN,W 26-10,Dan Bailey,44,1,0,0
2014,9/14/2014,CLE,NO,W 26-24,Billy Cundiff,32,1,0,0
2014,9/14/2014,CLE,NO,W 26-24,Billy Cundiff,29,1,0,0
2014,9/14/2014,CIN,ATL,W 24-10,Mike Nugent,55,0,0,0
2014,9/14/2014,CIN,ATL,W 24-10,Mike Nugent,49,0,0,0
2014,9/14/2014,CIN,ATL,W 24-10,Mike Nugent,38,0,0,0
2014,9/14/2014,CIN,ATL,W 24-10,Mike Nugent,31,1,0,0
2014,9/14/2014,CAR,DET,W 24-7,Graham Gano,53,1,0,0
2014,9/14/2014,CAR,DET,W 24-7,Graham Gano,38,1,0,0
2014,9/14/2014,CAR,DET,W 24-7,Graham Gano,29,1,0,0
2014,9/14/2014,BUF,MIA,W 29-10,Dan Carpenter,38,1,0,0
2014,9/14/2014,BUF,MIA,W 29-10,Dan Carpenter,32,1,0,0
2014,9/14/2014,BUF,MIA,W 29-10,Dan Carpenter,31,1,0,0
2014,9/14/2014,BUF,MIA,W 29-10,Dan Carpenter,31,0,0,0
2014,9/14/2014,BUF,MIA,W 29-10,Dan Carpenter,27,1,0,0
2014,9/14/2014,ATL,CIN,L 10-24,Matt Bryant,46,1,0,0
2014,9/14/2014,ARI,NYG,W 25-14,Chandler Catanzaro,49,1,0,0
2014,9/14/2014,ARI,NYG,W 25-14,Chandler Catanzaro,37,1,0,0
2014,9/14/2014,ARI,NYG,W 25-14,Chandler Catanzaro,33,1,0,0
2014,9/14/2014,ARI,NYG,W 25-14,Chandler Catanzaro,32,1,0,0
2014,9/11/2014,PIT,BAL,L 6-26,Shaun Suisham,43,1,0,0
2014,9/11/2014,PIT,BAL,L 6-26,Shaun Suisham,25,1,0,0
2014,9/11/2014,BAL,PIT,W 26-6,Justin Tucker,30,1,0,0
2014,9/11/2014,BAL,PIT,W 26-6,Justin Tucker,23,1,0,0
2014,9/11/2014,BAL,PIT,W 26-6,Justin Tucker,22,1,0,0
2014,9/11/2014,BAL,PIT,W 26-6,Justin Tucker,20,1,0,0
2014,9/8/2014,SD,ARI,L 17-18,Nick Novak,36,1,0,0
2014,9/8/2014,DET,NYG,W 35-14,Nate Freese,43,0,0,0
2014,9/8/2014,DET,NYG,W 35-14,Nate Freese,28,1,0,0
2014,9/8/2014,DET,NYG,W 35-14,Nate Freese,27,1,0,0
2014,9/8/2014,ARI,SD,W 18-17,Chandler Catanzaro,44,1,0,0
2014,9/8/2014,ARI,SD,W 18-17,Chandler Catanzaro,22,1,0,0
2014,9/7/2014,TEN,KC,W 26-10,Ryan Succop,47,1,0,0
2014,9/7/2014,TEN,KC,W 26-10,Ryan Succop,46,1,0,0
2014,9/7/2014,TEN,KC,W 26-10,Ryan Succop,36,1,0,0
2014,9/7/2014,TEN,KC,W 26-10,Ryan Succop,31,1,0,0
2014,9/7/2014,STL,MIN,L 6-34,Greg Zuerlein,56,1,0,0
2014,9/7/2014,STL,MIN,L 6-34,Greg Zuerlein,50,0,0,0
2014,9/7/2014,STL,MIN,L 6-34,Greg Zuerlein,46,1,0,0
2014,9/7/2014,SF,DAL,W 28-17,Phil Dawson,37,0,0,0
2014,9/7/2014,PIT,CLE,W 30-27,Shaun Suisham,41,1,0,0
2014,9/7/2014,PIT,CLE,W 30-27,Shaun Suisham,36,1,0,0
2014,9/7/2014,PIT,CLE,W 30-27,Shaun Suisham,34,1,0,0
2014,9/7/2014,PHI,JAX,W 34-17,Cody Parkey,51,1,0,0
2014,9/7/2014,PHI,JAX,W 34-17,Cody Parkey,28,1,0,0
2014,9/7/2014,NYJ,OAK,W 19-14,Nick Folk,45,1,0,0
2014,9/7/2014,NYJ,OAK,W 19-14,Nick Folk,42,1,0,0
2014,9/7/2014,NE,MIA,L 20-33,Stephen Gostkowski,47,1,0,0
2014,9/7/2014,NE,MIA,L 20-33,Stephen Gostkowski,45,1,0,0
2014,9/7/2014,NO,ATL,L 34-37,Shayne Graham,50,1,0,0
2014,9/7/2014,NO,ATL,L 34-37,Shayne Graham,31,1,0,0
2014,9/7/2014,MIN,STL,W 34-6,Blair Walsh,52,1,0,0
2014,9/7/2014,MIN,STL,W 34-6,Blair Walsh,46,1,0,0
2014,9/7/2014,MIA,NE,W 33-20,Caleb Sturgis,38,1,0,0
2014,9/7/2014,MIA,NE,W 33-20,Caleb Sturgis,27,1,0,0
2014,9/7/2014,MIA,NE,W 33-20,Caleb Sturgis,24,1,0,0
2014,9/7/2014,MIA,NE,W 33-20,Caleb Sturgis,22,1,0,0
2014,9/7/2014,KC,TEN,L 10-26,Cairo Santos,48,0,0,0
2014,9/7/2014,KC,TEN,L 10-26,Cairo Santos,35,1,0,0
2014,9/7/2014,JAX,PHI,L 17-34,Josh Scobee,50,0,0,0
2014,9/7/2014,JAX,PHI,L 17-34,Josh Scobee,49,1,0,0
2014,9/7/2014,JAX,PHI,L 17-34,Josh Scobee,36,0,1,0
2014,9/7/2014,IND,DEN,L 24-31,Adam Vinatieri,25,1,0,0
2014,9/7/2014,HOU,WAS,W 17-6,Randy Bullock,42,1,0,0
2014,9/7/2014,DEN,IND,W 31-24,Brandon McManus,21,1,0,0
2014,9/7/2014,DAL,SF,L 17-28,Dan Bailey,29,1,0,0
2014,9/7/2014,CLE,PIT,L 27-30,Billy Cundiff,39,1,0,0
2014,9/7/2014,CLE,PIT,L 27-30,Billy Cundiff,25,1,0,0
2014,9/7/2014,CIN,BAL,W 23-16,Mike Nugent,49,1,0,0
2014,9/7/2014,CIN,BAL,W 23-16,Mike Nugent,46,1,0,0
2014,9/7/2014,CIN,BAL,W 23-16,Mike Nugent,45,0,1,0
2014,9/7/2014,CIN,BAL,W 23-16,Mike Nugent,38,1,0,0
2014,9/7/2014,CIN,BAL,W 23-16,Mike Nugent,28,1,0,0
2014,9/7/2014,CIN,BAL,W 23-16,Mike Nugent,22,1,0,0
2014,9/7/2014,CHI,BUF,L 20-23,Robbie Gould,41,1,0,0
2014,9/7/2014,CHI,BUF,L 20-23,Robbie Gould,37,1,0,0
2014,9/7/2014,CAR,TB,W 20-14,Graham Gano,48,0,0,0
2014,9/7/2014,CAR,TB,W 20-14,Graham Gano,33,1,0,0
