pid,psr,ints,iry
419414,MH-1600,BP-0900,70
419552,PM-0200,BD-0700,0
419577,PM-0200,BD-0700,0
419584,KO-0700,TJ-1000,13
419597,PM-0200,DM-0800,25
419775,CH-2400,DC-4000,6
419884,MC-0700,TM-1900,3
419888,RF-0500,BF-0800,0
419924,MC-0700,PP-0800,17
419947,MC-0700,JB-8800,18
419957,MC-0700,GW-1400,0
419986,BF-0100,LH-0300,1
420149,TB-2300,CG-0200,0
420285,JF-3100,DH-1400,10
420415,JF-3100,DR-1100,54
420431,JF-3100,KR-0500,0
420507,KN-0500,KB-2400,4
420523,KN-0500,CF-0500,-1
420549,KN-0500,KB-2400,18
420585,KN-0500,VF-0200,45
420602,KN-0500,CF-0500,41
420746,JR-3500,LL-0200,-1
420839,PR-0300,TN-0400,0
421034,DM-2200,JG-1900,5
421113,AS-1600,DD-2000,3
421145,KW-0500,DG-1300,3
421169,KW-0500,TB-2800,1
421214,AS-1600,AW-1500,7
421335,PM-0200,DS-2700,10
421417,DG-0600,JL-0100,8
421493,DB-3800,MJ-0900,0
421595,JC-6200,DF-1600,2
421613,JC-6200,JJ-2700,0
421733,JC-6200,DF-1600,0
421739,CH-0900,FW-0300,0
421744,TS-2600,ZB-0200,20
421774,TB-2300,PP-0800,0
421809,RF-0500,JW-3100,0
421935,DC-4400,DR-2800,6
421999,DS-3800,DR-2800,15
422000,KW-0500,LD-0400,101
422091,BQ-0100,BC-0500,31
422173,BQ-0100,BF-0800,0
422257,MS-0100,TD-0900,5
422310,MS-0100,BG-2100,-4
422403,MS-0100,BG-2100,1
422428,AS-1600,QM-0200,0
422463,AS-1600,AS-0100,18
422486,DM-2200,SS-2500,0
422488,AS-1600,TW-1700,5
422504,DM-2200,DB-2800,9
422839,KN-0500,DB-0700,3
422901,VY-0100,VD-0200,26
422978,CH-2400,NH-0300,4
423016,CH-2400,CH-3800,0
423068,CH-2400,MG-1800,3
423092,CF-1300,CB-0100,11
423290,PR-0300,JJ-5000,7
423345,CP-0500,QJ-0100,4
423370,PR-0300,KR-0900,0
423415,JF-3100,DG-2400,0
423482,MH-1600,GH-0700,1
423507,MH-1600,TJ-0200,6
423549,MH-1600,EM-0100,0
423571,MH-1600,EM-0100,0
423723,BF-0100,CH-1600,0
423807,HS-0200,BJ-1600,49
423829,JC-0500,TT-1000,14
423858,JC-0500,CB-1600,24
423920,VY-0100,BS-1900,5
423994,VY-0100,EW-0400,13
424090,BB-3000,CO-1200,0
424184,BB-3000,BG-2100,11
424225,CP-0500,JM-3200,27
424235,MC-0700,CN-0300,9
424349,MC-0700,LH-0300,0
424356,CF-1300,DB-3300,15
424484,CF-1300,BM-1100,39
424516,CF-1300,EW-1700,8
424540,MH-1600,AH-1800,29
424578,MH-1600,AB-1600,0
424619,MH-1600,JB-8100,3
424631,MH-1600,AB-1600,0
424736,CH-2400,BC-3100,6
424802,MS-0200,YB-0100,29
424900,DG-0600,BM-2000,56
424963,DG-0600,SS-2600,8
425030,JF-3100,DS-1600,21
425097,JF-3100,TP-2000,0
425226,EM-0200,RM-0800,0
425326,EM-0200,CH-1600,3
425413,DM-2200,CB-0100,4
425441,KO-0700,AS-0100,40
425518,JF-1900,JF-0500,18
425608,BR-1100,DF-1600,19
425688,KN-0500,GT-0300,0
425788,KN-0500,DR-2800,0
425816,KN-0500,AW-1500,41
425900,DS-3800,PW-1200,6
425949,DS-3800,DG-1300,34
425964,DS-3800,DB-2800,26
426139,CP-0400,DL-2300,7
426157,JC-0500,TN-0400,9
426214,TR-0800,RD-1500,13
426424,JC-6200,CG-2800,-2
426495,PM-0200,CH-1400,7
426558,CP-0400,CH-1400,0
426792,MB-4500,JP-2000,0
426846,DA-1300,DC-4000,0
426860,DG-0600,EW-1700,19
426984,TR-0800,JH-1000,6
427122,DC-4400,ZB-0200,24
427371,MS-0200,DB-6100,91
427421,TB-2300,BP-0900,15
427496,CH-2400,DT-1900,-1
427497,SH-1300,YB-0100,16
427577,TT-0900,RC-1300,0
427595,TT-0900,IT-0100,20
427665,EM-0200,CG-2400,0
428015,MR-2500,TJ-0200,19
428051,MR-2500,SP-1300,3
428052,JF-3100,CO-1200,13
428065,JF-3100,BG-2100,0
428141,ML-1000,CW-3700,45
428150,ML-1000,AB-1600,14
428202,BS-3500,TW-2700,21
428208,MF-1000,RB-3400,80
428249,TC-1200,AG-1200,0
428329,KO-0700,DJ-1600,45
428342,MC-0700,TL-0500,37
428361,KO-0700,DJ-1600,60
428388,KO-0700,BF-0800,0
428515,JR-3500,DE-0600,28
428663,BV-0200,RM-2800,9
428733,VY-0100,DG-2400,0
428869,MH-1600,GM-0900,1
428948,CP-0500,DL-2300,34
429073,CP-0500,DR-1100,20
429296,DM-2200,MJ-0900,3
429373,TB-2300,CC-0700,3
429383,TB-2300,ER-0100,25
429407,JF-1900,TB-0300,0
429443,TB-2300,DL-0300,42
429508,AR-1300,DR-2800,-6
429741,KW-0500,WS-0800,5
429938,PM-0200,ER-0100,38
429976,JF-1900,AB-1500,0
429987,JF-1900,JP-4100,0
430104,TR-0800,BL-0500,10
430253,MS-0100,QJ-0100,24
430257,PR-0300,DR-1100,6
430266,PR-0300,JL-1200,11
430463,MS-0100,KH-1000,3
430591,BF-0100,JV-0500,3
430637,BF-0100,TP-2000,26
430789,PM-0200,TP-2000,74
430865,BF-0100,JV-0500,5
431133,JC-6200,AB-1400,23
431226,SH-1100,CT-1500,7
431394,JC-0500,CH-3800,32
431502,CP-0500,GG-0700,59
431619,EM-0200,CG-1400,9
431622,MM-4700,DG-2400,0
431659,EM-0200,JA-1700,1
431756,MM-4700,TT-1000,0
431759,EM-0200,CG-1400,23
431761,MM-4700,KP-0600,0
431837,DD-1700,MP-1000,1
431930,MR-2500,TP-1600,1
432012,JF-3100,MA-0200,26
432016,JD-1400,RB-0700,64
432078,JD-1400,EB-1100,0
432246,KO-0700,DS-2700,8
432306,MS-0200,MB-4900,19
432418,MH-1600,NC-0200,7
432478,AS-1600,JB-0300,20
432490,AS-1600,MT-1900,32
432586,AR-1300,JH-1000,17
432708,AR-1300,NA-0100,11
432755,SB-1100,AW-1500,4
432902,SB-1100,KR-0500,65
432914,SB-1100,AW-1500,0
433133,JF-1900,AC-2400,66
433420,DA-1300,CO-1200,13
433479,DA-1300,WM-1000,31
433543,MH-0300,DF-1700,40
433591,JF-1900,AJ-1200,10
433652,JF-1900,LH-0300,22
433705,JF-1900,BJ-1500,12
433716,JF-1900,CN-0300,0
433779,SW-0100,BF-0800,33
433788,MC-0700,SB-1700,0
433807,MC-0700,AR-2000,1
433893,TR-0800,DM-2800,18
433952,TR-0800,DM-2800,20
434051,SH-1100,NA-0100,0
434162,SH-1100,EH-0800,0
434307,TE-0100,BC-1000,9
434334,TE-0100,MB-5100,0
434391,VY-0100,TP-1600,0
434416,VY-0100,LW-1600,8
434478,KC-2000,BM-1300,0
434573,BF-0100,VD-0200,0
434616,BF-0100,JA-1000,0
434648,BF-0100,JA-1000,17
434753,MM-4700,RB-0700,5
434816,JC-3100,AT-0100,21
434900,JC-0500,JB-8400,-3
434957,SB-1100,SR-1300,0
434974,BG-1000,JM-6900,19
435007,MH-1600,CB-0100,0
435050,MH-1600,BD-0700,-2
435146,MH-1600,PC-0800,15
435239,TB-2300,AC-2400,0
435264,TB-2300,BP-1000,0
435316,DG-0600,AC-1000,21
435337,PR-0300,DJ-2400,0
435340,DG-0600,AC-1000,2
435353,PR-0300,CG-2300,8
435355,DG-0600,BS-1900,0
435412,DG-0600,KB-2500,2
435474,MS-0200,CR-1300,5
435692,EM-0200,JP-4100,0
435826,AS-1600,RH-0700,6
435915,AS-1600,TP-2000,5
435983,BF-0100,CW-2900,27
436035,BF-0100,AS-1900,0
436108,SH-1100,BL-0500,19
436121,SH-1100,AW-1800,0
436241,RF-0500,PC-0300,26
436274,RF-0500,BM-2000,0
436303,DB-3800,BG-2100,36
436327,DB-3800,TD-0900,0
436461,EM-0200,SM-0500,-6
436476,EM-0200,JM-2800,0
436659,MC-0700,SS-2500,0
436662,AS-1600,BF-0800,0
436785,CB-0900,AT-0100,0
436887,JF-3100,BK-0300,79
436906,CB-0900,QB-0100,4
436926,CP-0500,CM-3400,2
436960,CP-0500,CG-1400,38
436961,JC-3100,LH-0300,0
437334,MS-0200,MJ-0900,-4
437390,MS-0200,DM-1400,0
437496,DG-0600,AS-0100,5
437574,SB-1100,KM-2500,5
437703,DM-2200,BF-0600,4
437796,BG-1000,PL-0200,10
437800,DA-1300,QG-0400,-4
437939,MH-1600,QJ-0100,0
438024,PR-0300,ET-0200,34
438068,PR-0300,ET-0200,21
438115,KO-0700,JL-0100,44
438412,CH-2400,DC-2900,0
438442,JC-6200,DM-0400,15
438489,AR-1300,LB-0900,1
438616,MR-2500,SS-2500,0
438631,AS-1600,CL-1300,2
438655,AS-1600,WM-1000,13
438708,MR-2500,NC-0200,39
438952,SW-0100,LH-0300,-3
439063,SH-1100,AH-1800,12
439126,SH-1100,CW-3700,48
439149,AR-1300,CH-4200,0
439179,AR-1300,AS-1900,0
439336,KO-0700,MG-1800,9
439443,MH-1600,BF-0600,28
439445,SB-1100,ET-0200,0
439801,JF-1900,IT-0100,0
439850,CB-0900,RL-0600,2
439939,PM-0200,AS-2200,47
440123,BG-1000,TN-0600,20
440170,BG-1000,TN-0600,14
440187,DA-1300,SG-1400,0
440241,DA-1300,SP-1100,31
440399,DM-2200,NA-0100,16
440478,KK-1200,DH-0700,0
440509,JC-6200,TT-1000,1
440592,TC-2300,DG-2400,0
440663,CH-2400,RN-1100,1
440690,CH-2400,RN-1100,0
440771,CH-2400,PC-0300,51
440780,TT-0900,JP-0100,0
440799,DG-0600,AD-0300,11
440987,CP-0500,CG-3000,11
440997,JF-3100,JJ-5000,11
441093,CP-0500,AT-0100,0
441106,CP-0500,SP-1300,31
441245,JD-1400,KB-1100,31
441257,JD-1400,SN-0500,0
441417,SB-1100,NS-0800,20
441425,SB-1100,AS-1900,42
441542,PM-0200,JM-3200,4
441770,DM-2200,TW-2700,64
441784,AR-1300,LL-0200,0
441816,JC-3100,JP-2000,0
441830,TC-2300,EJ-0500,5
441844,TC-2300,JP-4300,-2
441862,TC-2300,EB-1800,0
441902,TC-2300,CG-1400,24
441947,MM-4700,BU-0200,0
441960,MM-4700,CT-1500,17
442154,MS-0200,CW-1200,0
442222,EM-0200,SM-2300,1
442234,EM-0200,KJ-0100,23
442296,MH-0300,JG-3600,26
442356,DB-3800,PL-0200,2
442418,DB-3800,GT-0300,0
442445,DB-3800,DR-2800,28
442743,TR-0800,MG-1800,0
442767,TR-0800,AV-0300,12
442798,TR-0800,ST-1200,18
442846,AS-1600,DP-0600,0
442964,AS-1600,TL-1000,8
443141,BF-0100,DL-2300,26
443357,CH-2400,TW-2700,0
443425,AR-1300,JA-1000,0
443533,PR-0300,OA-0200,0
443757,TB-2300,CC-0700,12
443828,TB-2300,KH-0300,0
444029,DS-3800,AR-1400,36
444104,MR-2500,AS-0100,10
444112,KK-1200,WM-1000,34
444208,CM-1500,RC-1300,11
444217,BR-1100,JH-0100,62
444340,CM-1500,LT-0400,5
444594,DB-3800,CG-3000,13
444719,JC-0500,ML-0500,0
444827,JC-0500,TS-2900,6
444852,MS-0100,JH-6100,14
444909,MS-0100,ST-0600,18
445037,TR-0800,EH-0400,10
445130,TR-0800,EH-0400,0
445165,DM-2200,JP-4100,11
445331,DM-2200,AF-1000,-1
445379,DG-0600,MG-1800,13
445422,TE-0100,AV-0300,10
445473,TE-0100,VF-0200,0
445609,MR-2500,LH-0300,0
445694,DM-2200,DM-2800,54
445770,JC-6200,DH-0700,0
445773,DM-2200,DM-0200,0
445783,JC-6200,DH-0700,92
445800,JC-6200,DH-0700,0
445820,JC-6200,DH-0700,0
445845,KC-2000,QM-0200,0
445882,KK-1200,MG-1800,28
445931,KC-2000,AS-0100,0
446007,KK-1200,CF-0500,41
446113,TB-1900,DJ-1600,15
446155,TB-1900,EB-0800,35
446311,CH-2400,JH-2100,2
446354,DB-3800,SF-0800,16
446389,DB-3800,DB-3300,30
446394,DB-3800,SB-1700,0
446454,DB-3800,DB-3300,64
446758,MM-4700,RM-2400,31
446797,DC-0700,RM-0800,0
446903,RF-0500,ER-0100,6
446936,RF-0500,ER-0100,40
447016,MH-0300,ET-0200,13
447232,PR-0300,DM-1300,0
447345,KO-0700,CJ-1600,30
447515,AR-1300,JA-0900,4
447578,AR-1300,MW-2000,0
447591,BF-0100,AH-1800,21
447600,BF-0100,DB-2200,32
447628,BF-0100,NC-0700,3
447658,EM-0200,TN-0400,30
447665,EM-0200,GS-0900,8
447808,EM-0200,KB-2100,41
447897,CH-2400,MT-1700,0
447993,CP-0500,SS-1700,18
448021,JK-1500,TK-0800,-3
448040,JK-1500,DC-4000,0
448088,JK-1500,DC-4000,14
448136,JK-1500,RM-1300,24
448181,MS-4100,DH-0700,0
448317,DM-2200,AS-1900,4
448493,RF-0500,EB-0800,13
448546,MM-4700,JL-0600,4
448659,MM-4700,JB-8400,16
448692,MM-4700,OA-0200,34
448764,MS-0100,TW-2700,0
448826,MS-0100,CW-3700,0
449017,KO-0700,SS-2500,0
449102,PR-0300,JM-2800,11
449216,MH-0300,GH-0700,41
449250,MH-0300,AT-0100,45
449331,DA-1300,BR-1600,1
449341,DA-1300,AT-0100,0
449451,BF-0100,DM-1300,37
449645,MH-1600,TB-2400,15
449745,DB-3800,IT-0100,9
449826,BR-1100,LT-0700,21
449868,MS-0200,KH-1000,25
450088,JF-3100,JB-0200,0
450132,JF-3100,BG-2100,4
450289,RF-0500,TJ-1000,39
450317,RF-0500,CH-1600,5
450468,BH-1900,EW-1700,0
450586,MS-0100,AS-1900,2
450663,DB-3800,RM-0800,66
450783,JC-3100,JG-3600,24
450877,CH-2400,LW-0700,32
450973,CH-2400,ER-0100,18
450992,CH-2400,JW-5300,0
451106,PR-0300,KJ-0100,0
451140,MS-0200,PO-0100,15
451153,BF-0100,KR-0500,0
451243,BF-0100,RJ-0900,7
451357,CW-1900,TT-1000,28
451380,CW-1900,CW-1200,2
451472,PM-0200,AS-0100,33
451643,PM-0200,AS-0100,-2
451722,JC-0500,JM-3200,0
451729,MC-0700,JW-0800,0
451860,JK-1500,SS-1300,0
451960,JK-1500,CM-0900,62
452045,CP-0500,LT-0400,0
452115,BR-1100,RW-3100,0
452221,JF-1900,BG-2100,0
452348,SH-1100,DE-0500,8
452511,JC-6200,HA-0200,5
452570,BF-0100,DM-2900,3
452611,JC-6200,HA-0200,0
452628,BF-0100,LB-0900,0
452642,BF-0100,CH-1600,0
452833,MS-0100,JH-0100,0
452867,CP-0500,KH-1000,31
452961,CP-0500,TH-0100,35
452973,CP-0500,AF-1000,11
453075,CH-2400,CF-0500,0
453154,VY-0100,RJ-2000,0
453723,EM-0200,BM-0900,101
453811,JK-1500,DG-2400,0
453830,EM-0200,AB-0200,27
453923,CW-1900,DR-2800,26
453939,DA-1300,KJ-0500,0
454348,BR-1100,JS-0300,32
454403,DM-2200,KC-1800,7
454456,DM-2200,DP-0600,0
454504,DM-2200,DP-0600,40
454580,TT-0900,CT-1500,5
454613,JC-6200,BS-0700,0
454737,RF-0500,JJ-5000,6
454747,RF-0500,JJ-5000,21
454814,CP-0500,GW-1400,56
454857,CP-0500,DF-1200,2
455022,SH-1100,TN-0400,0
455191,MS-0100,KB-1000,18
455299,JC-0500,JH-2100,0
455328,BG-1000,TP-1600,38
455518,BS-3500,ER-0100,19
455521,BS-3500,RL-0600,24
455590,MJ-2500,AE-0600,0
455631,DG-0600,TW-0600,16
455640,DG-0600,JH-0100,31
455657,DG-0600,TW-0600,23
455697,CM-1500,SC-1300,-2
455769,DM-2200,WW-0800,2
455840,RS-2300,PB-0800,43
456117,BF-0100,TW-2700,14
456311,DB-3800,DH-2000,5
456360,DB-3800,ET-0200,0
456505,SB-1100,WM-1000,12
456639,TS-2600,RB-0700,29
456680,PM-0200,BM-2000,39
456780,PM-0200,DM-1300,0
456828,PM-0200,JS-0300,0
456889,EM-0200,AS-0100,10
456973,EM-0200,AS-0100,14
456986,EM-0200,SB-1200,0
457028,KO-0700,AC-1000,28
457054,PR-0300,CB-0100,0
457236,SH-1100,DM-1300,23
457295,SH-1100,DM-1300,50
457330,JK-1500,WS-0800,4
457452,DB-3800,GS-0900,10
457526,CP-0500,JL-1200,2
457542,CP-0500,AC-2400,24
457585,MS-0100,RM-1600,11
457941,RF-0500,TP-1600,5
458056,MV-0300,CH-1600,39
458232,JD-1400,JB-2000,7
458238,JD-1400,CM-3400,37
458298,JC-3100,JH-0100,12
458384,DG-0600,TT-1000,5
458570,DM-2200,EH-0400,0
458667,JF-1900,AT-0100,25
458809,RS-2300,GQ-0100,10
458897,RS-2300,GQ-0100,2
458923,RS-2300,GQ-0100,0
458998,MH-1600,KL-0800,22
459062,MH-1600,TD-0200,4
459135,CH-2400,RM-2000,10
459139,BG-1000,YB-0100,21
459209,BG-1000,CC-2500,0
459471,PM-0200,KB-2500,29
459479,PM-0200,SC-1400,2
459535,PM-0200,EW-0400,41
459592,PM-0200,AC-1000,0
459667,TS-2600,MA-0100,0
459705,DA-1300,TS-2900,0
459819,MS-0200,TL-0600,13
459849,MV-0300,JA-1000,0
460025,DB-3800,RN-0300,7
460375,TS-2600,NC-0700,7
460417,KC-2000,DC-4000,0
460515,KC-2000,WM-0700,2
460719,CH-2400,JH-0100,0
460739,CH-2400,AE-0600,18
460831,CH-2400,MA-0200,25
460839,BF-0100,DF-1200,0
460860,TJ-0300,DF-1200,40
460891,RF-0500,AW-1800,41
460920,TJ-0300,LM-1100,0
460946,TJ-0300,DW-2600,37
461034,EM-0200,LF-0300,0
461102,DM-2200,TT-1000,22
461143,DM-2200,CW-1200,-4
461217,MR-2500,SJ-0700,31
461272,MR-2500,CL-1900,0
461308,JF-3100,BG-2100,33
461334,PR-0300,MH-3700,15
461532,MH-1600,CG-1400,18
461567,JC-3100,LT-0100,26
461586,MH-1600,CM-3400,-2
461702,DA-1300,CD-0200,23
461719,SB-1100,KR-0500,10
461747,MH-0300,BF-0600,1
461804,PM-0200,AB-0200,0
461822,PM-0200,OS-0200,40
461892,PM-0200,SL-0500,31
461961,PM-0200,SL-0500,13
462020,BR-1100,JW-5300,0
462225,MS-0100,BS-3200,5
462237,MS-0100,DM-1300,0
462252,MS-0100,JS-0300,28
462578,JD-1400,LM-1100,10
462706,JC-6200,GG-0700,13
462727,JC-6200,BM-2000,0
462754,DS-3800,TW-2700,0
462773,AR-1300,AS-3200,38
462788,DS-3800,CP-1000,0
462843,MF-1000,DL-1200,11
462948,CP-0500,TP-1600,45
463009,CP-0500,LW-1600,14
463037,CP-0500,TP-1600,12
463268,MR-2500,RM-0800,25
463333,JC-3100,MP-1000,17
463422,DG-0600,MM-3800,0
463493,KB-1300,DC-0400,7
463560,MH-1600,TS-2900,3
463594,MH-1600,RS-1600,20
463601,MH-1600,DG-1300,39
463612,MH-1600,NC-0200,0
463738,DB-3800,BF-0600,8
463748,SB-1100,MJ-0600,96
463804,SB-1100,MJ-0600,9
463807,DB-3800,CD-0200,0
463848,MS-0100,NC-0100,1
464036,KO-0700,MA-0100,36
464076,KO-0700,KR-0500,33
464191,KO-0700,DW-1300,39
464282,PR-0300,EB-0800,0
464402,JK-1500,QM-0200,0
464406,MV-0300,GS-0900,-1
464432,MV-0300,BJ-0700,11
464466,JK-1500,DP-0600,0
464504,EM-0200,FW-0300,10
464531,EM-0200,AA-1000,0
464585,TJ-0300,KB-2400,1
464737,MS-0200,CC-0700,1
464851,MS-0200,JW-5300,12
464970,AS-1600,SG-1400,41
465164,RG-2300,GS-0900,9
465313,RG-2300,TN-0400,-18
465394,MS-0200,AV-0300,19
465418,KC-2000,JA-1000,1
465609,DG-0600,AB-1500,31
465687,MC-0700,KD-1100,8
465828,SB-1100,KL-0800,1
465834,SB-1100,KL-0800,23
465869,CH-2400,GW-1400,9
465908,RF-0500,BS-0700,5
466211,JS-3700,SM-0700,34
466473,DB-3800,CR-0500,0
466486,MV-0300,CW-1200,13
466517,EM-0200,QM-0200,0
466712,MR-2500,JB-0300,17
466753,MH-1600,BG-2100,11
466767,MH-1600,WM-1000,27
466994,JC-0500,KV-0400,4
467037,JC-0500,RH-2200,36
467235,MF-1000,KA-1000,36
467329,BF-0100,JP-2000,1
467381,JC-6200,AA-1000,27
467443,JW-1500,CH-1600,25
467464,JW-1500,CT-1500,56
467510,JC-3100,BM-1300,-3
467631,JK-1500,DR-2800,32
467641,JK-1500,GT-0300,66
467864,RF-0500,PC-0300,19
467884,RF-0500,JP-0100,0
467943,RF-0500,DF-1000,0
467989,JC-6200,DL-2300,20
468114,MS-0100,CH-1600,0
468124,CM-1500,LW-0700,0
468164,CM-1500,ER-0100,20
468213,JF-1900,JH-0100,0
468242,CM-1500,ER-0100,35
468339,KC-2000,EB-0800,54
468392,BC-2800,WW-0800,9
468408,KC-2000,BC-0500,0
468518,TS-2600,OA-0200,19
468748,CH-2400,NV-0100,0
468756,CH-2400,DL-1200,30
468922,DG-0600,CR-1300,38
468982,RG-2300,DC-4000,0
469078,DG-0600,KB-0400,8
469173,PM-0200,MH-3700,0
469217,PM-0200,CJ-1600,0
469271,TT-0700,JA-1000,0
469411,MS-0200,ST-0600,2
469437,EM-0200,TW-2700,9
469548,EM-0200,SS-1300,0
469557,EM-0200,NC-0700,0
469572,EM-0200,AH-1800,-2
469684,PR-0300,RM-1600,47
469854,DB-3800,CD-0700,26
469862,DB-3800,JA-0100,6
469946,MV-0300,HA-0200,0
470166,JC-3100,DR-2600,0
470228,CM-1500,TP-1600,0
470284,CM-1500,RC-1300,23
470293,CM-1500,AM-0400,-1
470427,JW-1500,AS-3200,9
470480,SH-1100,JA-0900,36
470624,AR-1300,CT-1500,42
470628,JC-6200,CP-1000,0
470691,JC-6200,NC-0700,24
471001,MC-0700,MH-3700,17
471010,MC-0700,SR-1300,22
471045,CH-2400,DM-1300,0
471238,EM-0200,PB-0800,8
471302,RG-2300,KB-2400,6
471366,CP-0500,ER-0100,4
471433,JF-1900,RN-0300,56
471439,CP-0500,ER-0100,44
471672,TE-0100,TN-0600,1
471752,DB-3800,LA-0700,4
471867,BB-3000,MC-1900,35
471906,MB-4500,JB-8800,37
471945,BB-3000,CP-0100,1
471953,BB-3000,MC-1900,14
471965,LB-1500,DL-2300,41
472052,KK-1200,GS-0900,0
472060,KK-1200,TN-0400,4
472135,KK-1200,TN-0400,0
472244,JS-3700,AB-3100,32
472299,RB-1300,TB-2800,62
472335,TT-0700,EW-0400,23
472340,PR-0300,RH-2200,31
472408,TT-0700,QJ-0100,5
472636,SB-1100,WH-0700,0
472672,MH-1600,JG-3600,10
472922,MS-0100,JT-3700,23
473078,MC-0700,HN-0100,3
473105,MC-0700,DL-0300,9
473140,MC-0700,JW-5300,0
473298,MV-0300,TW-2700,9
473403,JF-1900,RC-1300,17
473523,MR-2500,TW-2700,0
473540,MR-2500,TW-2700,70
473743,MF-1300,AC-2900,23
473808,TB-2300,DH-1400,58
474032,AR-1300,LB-0900,4
474034,JC-6200,SS-1300,8
474050,AR-1300,BU-0200,39
474101,CH-0900,BR-0100,18
474125,CH-0900,SS-1300,32
474166,BR-1100,BT-0600,1
474225,BR-1100,BP-1000,9
474308,BR-1100,NC-0700,37
474336,BR-1100,JB-8100,1
474642,MR-2500,BU-0200,-1
474747,JC-6200,KB-1100,50
474785,MS-0200,MB-4900,15
474899,MS-0200,GB-0700,27
475057,MC-0700,DF-1200,30
475080,BS-2400,BF-0800,0
475248,MH-1600,DL-2300,-4
475424,CM-1500,MJ-1800,0
475679,BR-1100,RL-0600,4
475693,BR-1100,ER-0100,9
475721,BR-1100,ER-0100,16
475775,MS-4100,AT-0100,28
475806,JF-3100,CH-4200,0
475931,DM-2200,SP-1100,0
476003,PR-0300,AW-1800,3
476033,PR-0300,JA-0900,14
476161,EM-0200,RK-0500,9
476318,CN-0500,DW-1300,16
476469,TJ-0300,TB-2700,0
476671,MS-0100,SL-0500,37
476717,TR-0800,DR-1100,20
476818,TB-2300,JO-0300,39
476917,CH-2400,KA-1000,5
477005,KO-0700,MG-0800,0
477252,MH-1600,TS-3500,0
477255,JF-1900,AV-0300,4
477360,JF-1900,JM-2800,30
477410,MS-0100,WM-0700,11
477449,MS-0100,RM-1300,1
477453,LM-0800,AC-2400,37
477465,LM-0800,ES-1100,2
477502,LM-0800,AC-2400,26
477507,LM-0800,JM-1600,11
477553,RG-2300,AW-1500,17
477565,RG-2300,RM-0800,33
477631,KK-1200,LF-0300,0
477750,RF-0500,SR-1300,2
477877,JC-0500,DS-1400,0
477972,JF-3100,HA-0200,32
478275,CN-0500,CW-3700,1
478298,CN-0500,CW-3700,5
478318,CN-0500,MB-5100,0
478489,KC-2000,UY-0100,28
478548,MS-4100,JM-3200,4
478606,MC-0700,CH-4200,26
478619,MC-0700,AS-3200,15
478682,MC-0700,EW-1700,4
478793,JK-1500,DW-2600,0
478796,AS-1600,AB-0200,15
478815,JK-1500,TB-2700,18
479075,CH-2400,JJ-5000,5
479272,PR-0300,VW-0200,36
479296,PR-0300,SB-1600,2
479435,MR-2500,NA-0200,6
479443,MV-0300,KH-1000,2
479454,MR-2500,AS-0100,14
479532,EM-0200,QM-0200,0
479779,BG-0100,SM-0700,15
479912,KO-0700,JM-2800,22
480010,KO-0700,WW-0800,7
480074,DB-3800,JJ-5000,4
480122,DB-3800,DM-0200,22
480148,MS-0200,JG-3600,2
480386,MV-0300,AR-1500,19
480501,MK-0100,AR-1500,0
480521,MK-0100,KP-0600,13
480539,RF-0500,KA-1000,27
480558,RF-0500,KA-1000,10
480601,TB-2300,BS-1500,0
480618,TB-2300,LM-1100,21
480660,TB-2300,GW-1400,16
480667,TB-2300,DF-1200,27
480709,CM-1500,JW-5100,5
480861,CH-2400,MA-0200,4
481003,AD-0100,CR-1300,0
481012,AD-0100,RS-1600,11
481050,MS-0100,TB-2400,0
481274,SB-1100,LW-0700,0
481393,PR-0300,KL-0800,50
481431,PR-0300,BF-0800,43
481528,MC-0700,EW-0400,0
481537,JF-3100,TD-0900,0
481614,MR-2500,RB-0700,0
481651,JF-3100,WM-1000,27
481725,JC-6200,MB-5100,0
481829,JC-6200,MB-5100,0
481837,AR-1300,BU-0200,0
481947,KK-1200,MT-1900,15
481948,TJ-0300,PP-0400,1
482027,KK-1200,KC-0900,9
482107,BR-1100,JL-1100,25
482241,RG-2300,SL-0500,14
482294,TR-0800,KB-0400,0
482369,MS-4100,GS-0900,11
482468,TR-0800,BC-0400,34
482477,TR-0800,CH-4200,56
482526,TR-0800,ST-1200,0
482572,CN-0500,DM-2800,20
482660,JC-6200,CG-1400,9
482785,DB-3800,DS-2700,25
482811,BG-0100,PR-0400,6
482846,DB-3800,DL-0300,0
482994,CM-1500,JB-0300,97
483018,MH-1600,MA-0200,0
483122,AD-0100,BS-1500,43
483129,AD-0100,GW-1400,5
483267,DM-2200,BC-0500,14
483388,MV-0300,CR-1300,27
483664,RG-2300,JK-1300,51
483692,RG-2300,JL-0600,15
483855,BR-1100,JA-1000,0
483897,TJ-0300,CL-1300,4
483967,TJ-0300,TD-0900,7
484160,KK-1200,AR-1400,0
484239,KO-0700,CW-3700,30
484326,AR-1300,JW-3100,2
484327,KO-0700,SS-1300,60
484354,MF-1000,RM-4600,18
484357,KO-0700,CP-1000,2
484430,JC-0500,PC-0300,0
484488,JC-0500,VW-0200,19
484534,CH-2400,MG-0600,1
484668,MM-4700,EW-0400,20
484751,JF-1900,DH-1400,35
484790,MS-0100,LW-0700,73
485025,CN-0500,PR-0400,25
485137,DB-3800,SM-0700,1
485197,MV-0300,RC-2400,4
485213,MV-0300,GW-1400,1
485241,MV-0300,NB-0100,31
485265,RF-0500,JC-2200,10
