pid,punter,pgro,pnet,ptb,pr,pry,pfc
716850,RD-1187,68,64,0,DM-1200,4,0
716871,RQ-0050,43,43,0,TG-0900,0,1
716877,AL-0500,56,52,0,BG-0750,4,0
716883,RQ-0050,36,36,0,,0,0
716901,RQ-0050,39,39,0,TG-0900,0,0
716915,RQ-0050,54,54,0,TG-0900,0,1
716957,RQ-0050,40,40,0,TG-0900,0,1
716984,AL-0500,41,41,0,,0,0
716993,RQ-0050,47,47,0,TG-0900,0,1
716999,AL-0500,60,58,0,PP-0400,2,0
717035,CJ-2100,43,43,0,,0,0
717058,DJ-2800,38,38,0,,0,0
717077,DJ-2800,62,55,0,LW-1150,7,0
717081,CJ-2100,41,32,0,DS-3300,9,0
717114,DJ-2800,61,49,0,LW-1150,12,0
717118,CJ-2100,39,39,0,DS-3300,0,0
717159,CJ-2100,39,39,0,DS-3300,0,1
717176,DJ-2800,26,26,0,CB-1130,0,1
717194,DJ-2800,29,29,0,,0,0
717198,CJ-2100,60,35,1,,0,0
717203,DJ-2800,53,53,0,LW-1150,0,1
717227,JL-2250,32,32,0,,0,0
717239,JL-2250,71,71,0,,0,0
717243,PO-0050,38,38,0,,0,0
717247,JL-2250,43,18,1,,0,0
717252,PO-0050,51,47,0,AT-0350,4,0
717256,JL-2250,40,33,0,CL-0450,7,0
717269,JL-2250,41,28,0,CL-0450,13,0
717318,JL-2250,43,37,0,CL-0450,6,0
717325,PO-0050,43,43,0,AT-0350,0,1
717337,JL-2250,39,39,0,CL-0450,0,1
717344,PO-0050,53,46,0,SD-0537,7,0
717367,PO-0050,37,33,0,SD-0537,4,0
717425,BA-0850,53,43,0,EW-0500,10,0
717456,BA-0850,40,40,0,EW-0500,0,1
717481,BA-0850,50,49,0,EW-0500,1,0
717577,BC-2000,59,59,0,,0,0
717581,CJ-2100,50,48,0,DJ-1850,2,0
717608,BC-2000,38,38,0,LW-1150,0,0
717649,BC-2000,34,34,0,LW-1150,0,1
717666,BC-2000,37,34,0,LW-1150,3,0
717677,CJ-2100,25,25,0,TW-2700,0,1
717681,BC-2000,52,37,0,LW-1150,15,0
717701,JL-2250,38,38,0,AR-1100,0,1
717718,JL-2250,44,44,0,AR-1100,0,1
717722,SM-0650,55,53,0,MS-1300,2,0
717743,JL-2250,24,24,0,AR-1100,0,1
717770,SM-0650,49,41,0,SD-0537,8,0
717774,JL-2250,40,40,0,AR-1100,0,1
717778,SM-0650,51,51,0,,0,0
717796,SM-0650,54,35,0,SD-0537,19,0
717827,SM-0650,53,51,0,SD-0537,2,0
717868,BN-0700,35,35,0,TH-1750,0,1
717878,DC-3200,36,36,0,BW-0400,0,1
717885,BN-0700,43,18,1,,0,0
717892,DC-3200,53,45,0,BW-0400,8,0
717909,DC-3200,54,48,0,BW-0400,6,0
717923,BN-0700,47,37,0,TH-1750,10,0
717930,DC-3200,42,42,0,BW-0400,0,1
717949,DC-3200,55,55,0,BW-0400,0,1
717966,BN-0700,42,6,0,TH-1750,36,0
718000,DC-3200,54,46,0,BW-0400,8,0
718015,DC-3200,59,47,0,BW-0400,12,0
718094,MD-0125,34,34,0,JM-0887,0,0
718099,LE-0025,44,44,0,,0,0
718113,MD-0125,47,37,0,JM-0887,10,0
718117,LE-0025,35,35,0,JG-2950,0,1
718155,MD-0125,39,39,0,JM-0887,0,1
718178,LE-0025,42,33,0,JL-0215,9,0
718190,BW-2625,41,41,0,,0,0
718221,BW-2625,39,39,0,,0,0
718231,BW-2625,58,48,0,DS-3300,10,0
718250,DJ-2800,48,48,0,,0,0
718256,BW-2625,55,-11,0,DS-3300,66,0
718264,BW-2625,56,56,0,,0,0
718303,DJ-2800,45,35,0,DH-1800,10,0
718309,BW-2625,33,33,0,DS-3300,0,1
718333,DJ-2800,48,48,0,,0,0
718337,BW-2625,40,40,0,,0,0
718363,JB-3275,28,28,0,,0,0
718371,SK-0600,33,33,0,AB-3500,0,1
718375,JB-3275,61,47,0,DH-2700,14,0
718390,JB-3275,51,51,0,,0,0
718399,JB-3275,43,43,0,,0,0
718403,SK-0600,48,41,0,AB-3500,7,0
718408,JB-3275,42,30,0,DH-2700,12,0
718421,SK-0600,33,33,0,,0,0
718425,JB-3275,56,55,0,DH-2700,1,0
718429,SK-0600,46,46,0,,0,0
718434,JB-3275,54,54,0,,0,0
718459,SK-0600,45,45,0,AB-3500,0,1
718463,JB-3275,42,42,0,DH-2700,0,1
718467,SK-0600,47,47,0,AB-3500,0,0
718477,JB-3275,54,54,0,DH-2700,0,1
718484,SK-0600,40,40,0,,0,0
718489,JB-3275,-19,-33,0,,0,0
718508,SK-0600,43,45,0,AB-3500,-2,0
718527,SK-0600,45,45,0,,0,0
718551,AL-0500,52,50,0,TA-1050,2,0
718555,JH-3230,48,48,0,,0,0
718570,JH-3230,75,75,0,,0,0
718577,AL-0500,58,44,0,TA-1050,14,0
718582,JH-3230,37,37,0,TG-0900,0,1
718586,AL-0500,48,43,0,TA-1050,5,0
718594,JH-3230,40,15,1,,0,0
718598,AL-0500,46,24,0,TA-1050,22,0
718628,AL-0500,40,15,1,,0,0
718632,JH-3230,43,43,0,TG-0900,0,1
718640,AL-0500,38,38,0,TA-1050,0,1
718710,TM-3300,56,45,0,JK-1000,11,0
718786,TM-3300,41,41,0,JK-1000,0,1
718810,TM-3300,59,49,0,JK-1000,10,0
718834,BP-0750,34,34,0,,0,0
718847,BP-0750,51,51,0,JB-8800,0,1
718874,TM-3300,54,52,0,JK-1000,2,0
718913,JS-1050,54,51,0,CR-1525,3,0
718935,JS-1050,61,61,0,CR-1525,0,0
718942,PM-0300,55,55,0,TD-0737,0,1
718949,JS-1050,43,43,0,CR-1525,0,1
718986,PM-0300,54,46,0,TD-0737,8,0
719004,PM-0300,67,42,1,,0,0
719010,JS-1050,31,31,0,,0,0
719031,PM-0300,46,46,0,TD-0737,0,1
719065,BK-0700,36,36,0,IB-0250,0,1
719081,BK-0700,55,55,0,IB-0250,0,1
719109,DK-0350,39,39,0,MM-0900,0,1
719113,BK-0700,46,43,0,IB-0250,3,0
719120,DK-0350,43,43,0,MM-0900,0,0
719183,BK-0700,45,45,0,IB-0250,0,0
719189,DK-0350,58,33,1,,0,0
719239,RD-1187,48,38,0,JR-2075,10,0
719253,RD-1187,48,37,0,JR-2075,11,0
719268,RD-1187,35,35,0,JR-2075,0,1
719283,RD-1187,43,44,0,JR-2075,-1,0
719288,MK-0760,51,51,0,JN-1900,0,1
719309,RD-1187,34,28,0,TC-0385,6,0
719340,MK-0760,37,37,0,,0,0
719344,RD-1187,59,53,0,JR-2075,6,0
719350,MK-0760,40,40,0,,0,0
719403,MK-0760,41,29,0,JN-1900,12,0
719415,JR-3700,-29,-29,0,,0,0
719469,JR-3700,43,43,0,RB-4900,0,0
719474,CS-0850,35,13,0,TL-1025,22,0
719487,CS-0850,36,38,0,TL-1025,-2,0
719522,JR-3700,37,37,0,RB-4900,0,1
719563,CS-0850,27,27,0,,0,0
719567,JR-3700,62,49,0,RB-4900,13,0
719585,SK-0600,49,52,0,DJ-1850,-3,0
719592,BC-2000,54,38,0,DH-2700,16,0
719598,SK-0600,46,21,1,,0,0
719604,BC-2000,42,42,0,LW-0700,0,1
719616,BC-2000,41,41,0,DH-2700,0,1
719640,SK-0600,50,49,0,DJ-1850,1,0
719646,BC-2000,40,30,0,LW-0700,10,0
719664,BC-2000,40,40,0,LW-0700,0,1
719686,BC-2000,32,32,0,,0,0
719724,SK-0600,39,39,0,,0,0
719728,BC-2000,51,40,0,DH-2700,11,0
719741,MB-3000,50,50,0,,0,0
719761,MB-3000,45,45,0,DS-3300,0,1
719782,DJ-2800,43,34,0,EW-0500,9,0
719860,MB-4600,31,31,0,DS-3300,0,1
719880,MB-4600,36,36,0,DS-3300,0,1
719884,DJ-2800,43,43,0,,0,0
719909,PO-0050,28,28,0,,0,0
719913,BA-0850,41,41,0,ER-0500,0,1
719922,BA-0850,33,33,0,ER-0500,0,1
719957,BA-0850,42,42,0,,0,0
719971,PO-0050,43,43,0,AH-3862,0,1
719998,PO-0050,51,46,0,AH-3862,5,0
720016,PO-0050,43,43,0,AH-3862,0,1
720021,BA-0850,54,57,0,ER-0500,-3,0
720050,PO-0050,53,53,0,AH-3862,0,1
720054,BA-0850,44,45,0,ER-0500,-1,0
720072,TM-3300,34,34,0,JN-1900,0,1
720100,RD-1187,45,43,0,BC-2325,2,0
720114,TM-3300,41,41,0,JN-1900,0,1
720125,RD-1187,38,36,0,JB-8800,2,0
720129,TM-3300,38,31,0,JN-1900,7,0
720149,RD-1187,41,41,0,JB-8800,0,1
720198,TM-3300,50,33,0,JN-1900,17,0
720232,JS-1050,43,18,1,,0,0
720244,JS-1050,48,48,0,MM-0900,0,1
720257,JS-1050,54,42,0,MM-0900,12,0
720302,BK-0700,34,34,0,TD-0737,0,0
720328,BK-0700,44,44,0,MH-4000,0,1
720366,BK-0700,42,40,0,MH-4000,2,0
720397,JS-1050,57,46,0,MM-0900,11,0
720402,BK-0700,46,34,0,TD-0737,12,0
720496,SL-0400,47,48,0,RG-1812,-1,0
720506,BN-0700,40,15,1,,0,0
720513,SL-0400,51,39,0,RG-1812,12,0
720517,BN-0700,48,-9,0,TE-0350,57,0
720551,BN-0700,27,27,0,,0,0
720556,SL-0400,40,40,0,,0,0
720596,AL-0500,43,37,0,TH-1750,6,0
720600,DC-3200,42,42,0,,0,0
720607,GG-0100,42,42,0,TH-1750,0,0
720611,DC-3200,64,39,1,,0,0
720636,DC-3200,39,39,0,TG-0900,0,1
720672,DC-3200,47,47,0,TG-0900,0,1
720694,GG-0100,40,15,1,,0,0
720717,GG-0100,43,22,0,TH-1750,21,0
720731,GG-0100,54,29,1,,0,0
720737,DC-3200,53,41,0,TG-0900,12,0
720760,LE-0025,51,40,0,TA-1050,11,0
720771,JH-3230,42,42,0,,0,0
720787,JH-3230,33,33,0,JM-0887,0,1
720797,LE-0025,54,42,0,TA-1050,12,0
720801,JH-3230,59,61,0,JM-0887,-2,0
720808,LE-0025,48,48,0,TA-1050,0,0
720812,JH-3230,45,45,0,NM-0250,0,0
720823,LE-0025,59,44,0,TA-1050,15,0
720827,JH-3230,52,54,0,JM-0887,-2,0
720834,LE-0025,31,31,0,,0,0
720857,LE-0025,32,32,0,TA-1050,0,1
720861,JH-3230,78,68,0,JM-0887,10,0
720865,LE-0025,35,35,0,PC-0625,0,1
720883,LE-0025,32,32,0,PC-0625,0,1
720890,JH-3230,49,49,0,JM-0887,0,1
720902,JL-2250,40,39,0,JC-5680,1,0
720924,JL-2250,43,43,0,JC-5680,0,1
720944,JL-2250,41,41,0,JC-5680,0,1
720948,TW-1175,51,46,0,SD-0537,5,0
720964,TW-1175,41,41,0,SD-0537,0,1
720999,JL-2250,44,39,0,JC-5680,5,0
721017,JL-2250,49,49,0,JC-5680,0,1
721064,DK-0350,54,51,0,JG-2950,3,0
721075,MD-0125,40,40,0,,0,0
721080,DK-0350,55,55,0,JG-2950,0,0
721084,MD-0125,55,34,0,IB-0250,21,0
721098,MD-0125,57,54,0,IB-0250,3,0
721129,DK-0350,29,29,0,,0,0
721173,DK-0350,55,55,0,JG-2950,0,0
721182,MD-0125,59,59,0,,0,0
721196,MD-0125,47,26,0,IB-0250,21,0
721265,JB-3275,44,39,0,LW-1150,5,0
721292,CJ-2100,49,49,0,,0,0
721301,JB-3275,27,27,0,CB-1130,0,1
721305,CJ-2100,48,48,0,AB-3500,0,1
721338,JB-3275,57,18,0,LW-1150,39,0
721351,JB-3275,46,46,0,,0,0
721355,CJ-2100,48,26,0,AB-3500,22,0
721396,RQ-0050,43,43,0,JK-1000,0,1
721400,BP-0750,52,47,0,JB-6950,5,0
721407,BP-0750,37,37,0,PP-0400,0,1
721424,BP-0750,47,47,0,JB-6950,0,1
721429,RQ-0050,50,25,0,JK-1000,25,0
721484,BP-0750,42,40,0,JB-6950,2,0
721502,RQ-0050,43,40,0,JK-1000,3,0
721506,BP-0750,51,45,0,BG-0750,6,0
721518,BP-0750,33,33,0,PP-0400,0,1
721525,RQ-0050,41,41,0,JK-1000,0,1
721535,BP-0750,43,43,0,,0,0
721591,RA-0850,56,51,0,TL-1025,5,0
721607,RA-0850,36,37,0,TL-1025,-1,0
721631,JR-3700,51,47,0,CJ-2350,4,0
721659,JR-3700,54,33,0,CJ-2350,21,0
721754,BW-2625,50,50,0,,0,0
721760,KH-2600,42,42,0,DH-1800,0,1
721769,BW-2625,55,46,0,AE-1037,9,0
721776,KH-2600,51,43,0,DH-1800,8,0
721790,KH-2600,45,45,0,,0,0
721825,BW-2625,48,30,0,AE-1037,18,0
721837,BW-2625,51,43,0,AE-1037,8,0
721842,KH-2600,53,38,0,BR-0050,15,0
721849,BW-2625,35,35,0,AE-1037,0,1
721853,KH-2600,50,41,0,BR-0050,9,0
721876,KH-2600,52,44,0,BR-0050,8,0
721882,BW-2625,37,37,0,AE-1037,0,1
721889,KH-2600,43,43,0,BR-0050,0,1
721937,MP-0050,43,43,0,,0,0
721942,TM-3300,50,39,0,TG-0900,11,0
721948,MP-0050,38,13,1,,0,0
721963,TM-3300,41,41,0,TG-0900,0,1
722020,MP-0050,50,28,0,MM-5750,22,0
722031,MP-0050,41,33,0,MM-5750,8,0
722035,TM-3300,50,51,0,TG-0900,-1,0
722039,MP-0050,56,51,0,MM-5750,5,0
722064,MP-0050,52,41,0,MM-5750,11,0
722073,DB-6350,36,13,0,MS-1300,23,0
722101,JL-2250,53,47,0,JB-6950,6,0
722155,DB-6350,48,48,0,MS-1300,0,1
722167,DB-6350,49,38,0,MS-1300,11,0
722173,JL-2250,50,46,0,JB-6950,4,0
722192,DB-6350,40,40,0,MS-1300,0,1
722213,JL-2250,50,18,0,JB-6950,32,0
722217,DB-6350,51,20,0,MS-1300,31,0
722222,JL-2250,72,72,0,,0,0
722237,CJ-2100,48,48,0,DH-2700,0,0
722243,SK-0600,49,24,1,,0,0
722251,CJ-2100,39,39,0,,0,0
722269,CJ-2100,36,36,0,DH-2700,0,1
722276,SK-0600,59,38,0,LW-1150,21,0
722280,CJ-2100,61,36,1,,0,0
722285,SK-0600,36,36,0,,0,0
722322,SK-0600,45,45,0,CB-1130,0,1
722341,SK-0600,48,45,0,LW-1150,3,0
722396,KH-2600,39,34,0,BT-0300,5,0
722429,CS-0850,50,50,0,AE-1037,0,1
722492,KH-2600,44,44,0,,0,0
722497,CS-0850,39,29,0,AJ-1200,10,0
722501,KH-2600,34,34,0,BT-0300,0,1
722522,KH-2600,54,41,0,BT-0300,13,0
722528,CS-0850,33,33,0,,0,0
722532,KH-2600,42,42,0,BT-0300,0,1
722536,CS-0850,46,33,0,AE-1037,13,0
722540,KH-2600,54,34,0,BT-0300,20,0
722546,CS-0850,24,24,0,,0,0
722599,BW-2625,54,46,0,ER-0500,8,0
722635,PO-0050,28,28,0,DH-1800,0,1
722652,PO-0050,46,28,0,DH-1800,18,0
722665,PO-0050,50,42,0,DH-1800,8,0
722671,BW-2625,36,36,0,ER-0500,0,1
722684,BW-2625,43,43,0,BC-0150,0,1
722688,PO-0050,53,53,0,DH-1800,0,0
722692,BW-2625,42,42,0,ER-0500,0,1
722696,PO-0050,67,67,0,,0,0
722702,BW-2625,46,42,0,ER-0500,4,0
722706,PO-0050,44,44,0,,0,0
722710,BW-2625,45,45,0,ER-0500,0,0
722728,SM-0650,48,48,0,RG-1812,0,1
722738,BN-0700,30,30,0,AR-1100,0,1
722742,SM-0650,45,45,0,RG-1812,0,1
722748,BN-0700,36,36,0,AR-1100,0,0
722757,SM-0650,39,39,0,RG-1812,0,0
722765,SM-0650,61,61,0,,0,0
722769,BN-0700,47,-8,0,AR-1100,55,0
722777,BN-0700,54,54,0,,0,0
722782,SM-0650,52,49,0,RG-1812,3,0
722827,SM-0650,46,46,0,RG-1812,0,1
722845,BN-0700,36,36,0,AR-1100,0,1
722858,BN-0700,42,42,0,AR-1100,0,1
722913,BC-2000,47,47,0,,0,0
722938,BC-2000,48,41,0,AB-3500,7,0
722958,JB-3275,43,29,0,DJ-1850,14,0
723006,JB-3275,50,32,0,DJ-1850,18,0
723013,BC-2000,44,44,0,AB-3500,0,1
723017,JB-3275,57,57,0,DJ-1850,0,0
723071,DC-3200,58,45,0,AH-3862,13,0
723085,DC-3200,40,40,0,AH-3862,0,1
723142,DC-3200,32,32,0,,0,0
723157,BA-0850,36,11,1,,0,0
723196,BA-0850,44,24,0,TH-1750,20,0
723203,BK-0700,35,35,0,,0,0
723221,BK-0700,55,37,0,CR-1525,18,0
723238,BK-0700,57,32,1,,0,0
723256,BK-0700,26,26,0,CR-1525,0,1
723288,PM-0300,49,49,0,MM-0900,0,1
723296,PM-0300,40,39,0,AB-1950,1,0
723315,PM-0300,43,43,0,MM-0900,0,1
723340,BK-0700,46,44,0,CR-1525,2,0
723368,JH-3230,46,46,0,JL-0215,0,1
723373,MD-0125,54,42,0,TA-1050,12,0
723383,MD-0125,46,39,0,TA-1050,7,0
723387,JH-3230,40,40,0,JG-2950,0,1
723396,MD-0125,39,39,0,,0,0
723402,JH-3230,61,60,0,JL-0215,1,0
723406,MD-0125,48,51,0,PC-0625,-3,0
723410,JH-3230,40,40,0,,0,0
723419,MD-0125,40,40,0,TA-1050,0,1
723426,JH-3230,52,52,0,,0,0
723432,MD-0125,35,35,0,,0,0
723438,MD-0125,48,48,0,TA-1050,0,1
723451,JH-3230,36,36,0,JL-0215,0,1
723456,MD-0125,47,11,0,TA-1050,36,0
723473,MD-0125,53,42,0,TA-1050,11,0
723478,JH-3230,45,45,0,,0,0
723482,MD-0125,43,43,0,,0,0
723504,JH-3230,44,44,0,,0,0
723523,BP-0750,43,13,0,DA-0900,30,0
723559,BP-0750,37,37,0,DA-0900,0,1
723568,RA-0850,38,38,0,,0,0
723584,RA-0850,33,33,0,,0,0
723588,BP-0750,31,31,0,DA-0900,0,0
723602,RA-0850,50,50,0,JK-1000,0,0
723608,BP-0750,49,32,0,DA-0900,17,0
723617,RA-0850,47,22,1,,0,0
723624,BP-0750,45,20,1,,0,0
723640,BP-0750,41,41,0,CJ-2350,0,0
723644,RA-0850,48,39,0,JK-1000,9,0
723648,BP-0750,43,43,0,CJ-2350,0,1
723660,BP-0750,44,44,0,CJ-2350,0,1
723697,JR-3700,46,46,0,DS-3300,0,1
723705,DJ-2800,55,30,1,,0,0
723715,DJ-2800,54,29,1,,0,0
723719,JR-3700,49,49,0,,0,0
723759,DJ-2800,39,39,0,TL-1025,0,1
723770,DJ-2800,37,37,0,,0,0
723776,JR-3700,43,28,0,DS-3300,15,0
723789,DJ-2800,60,59,0,TL-1025,1,0
723796,JR-3700,58,58,0,,0,0
723810,DJ-2800,56,45,0,TL-1025,11,0
723814,JR-3700,52,52,0,KB-0350,0,0
723820,DJ-2800,43,24,0,TL-1025,19,0
723862,JR-3700,31,31,0,,0,0
723878,JS-1050,34,34,0,JC-5680,0,1
723882,TW-1175,28,28,0,,0,0
723886,JS-1050,58,58,0,,0,0
723894,TW-1175,40,40,0,RC-1500,0,1
723898,JS-1050,46,38,0,JC-5680,8,0
723935,TW-1175,46,36,0,RC-1500,10,0
724059,MK-0760,51,42,0,TE-0350,9,0
724063,SL-0400,45,33,0,TC-0385,12,0
724098,MK-0760,59,58,0,BM-2350,1,0
724106,SL-0400,60,35,1,,0,0
724111,MK-0760,49,49,0,,0,0
724192,SL-0400,51,36,0,TC-0385,15,0
724241,SM-0650,30,30,0,AT-0350,0,1
724245,JL-2250,50,50,0,AR-1100,0,1
724267,JL-2250,36,36,0,AR-1100,0,1
724282,JL-2250,52,49,0,AR-1100,3,0
724286,SM-0650,47,47,0,AT-0350,0,1
724297,SM-0650,51,52,0,AT-0350,-1,0
724320,SM-0650,40,39,0,AT-0350,1,0
724328,JL-2250,57,57,0,,0,0
724372,CJ-2100,53,53,0,,0,0
724431,TW-1175,39,39,0,LW-1150,0,1
724440,CJ-2100,35,35,0,JC-5680,0,1
724508,PM-0300,42,42,0,AB-3500,0,1
724558,PM-0300,50,50,0,AB-3500,0,1
724564,JB-3275,36,36,0,CR-1525,0,1
724590,JB-3275,37,37,0,CR-1525,0,1
724618,JB-3275,54,54,0,CR-1525,0,1
724640,JB-3275,50,25,1,,0,0
724698,DB-6350,40,35,0,EW-0500,5,0
724702,MW-1487,57,51,0,JB-6950,6,0
724707,DB-6350,39,39,0,,0,0
724715,DB-6350,36,36,0,EW-0500,0,1
724734,MW-1487,59,53,0,PP-0400,6,0
724738,DB-6350,51,50,0,EW-0500,1,0
724825,KH-2600,49,21,0,DH-2700,28,0
724860,SK-0600,39,39,0,,0,0
724864,KH-2600,41,35,0,DH-2700,6,0
724868,SK-0600,39,39,0,AE-1037,0,1
724874,KH-2600,42,42,0,,0,0
724887,KH-2600,58,43,0,DH-2700,15,0
724901,KH-2600,28,28,0,DH-2700,0,1
724909,SK-0600,37,37,0,,0,0
724940,KH-2600,63,38,1,,0,0
724945,SK-0600,44,33,0,AE-1037,11,0
724962,SK-0600,63,63,0,,0,0
724999,CS-0850,47,47,0,RG-1812,0,0
725007,BN-0700,43,43,0,BT-0300,0,0
725011,CS-0850,52,42,0,RG-1812,10,0
725017,BN-0700,39,39,0,,0,0
725027,CS-0850,29,29,0,BW-0400,0,1
725034,BN-0700,42,17,1,,0,0
725043,CS-0850,36,36,0,,0,0
725048,BN-0700,43,0,0,BT-0300,43,0
725077,CS-0850,43,43,0,,0,0
725084,BN-0700,61,36,1,,0,0
725114,BN-0700,45,45,0,BT-0300,0,1
725118,CS-0850,57,43,0,BW-0400,14,0
725150,TM-3300,39,39,0,TA-1050,0,1
725155,JH-3230,43,43,0,TL-0825,0,1
725173,JH-3230,40,40,0,JB-8800,0,1
725200,JH-3230,47,39,0,TL-0825,8,0
725242,TM-3300,42,17,1,,0,0
725247,JH-3230,53,53,0,TL-0825,0,1
725265,JH-3230,43,43,0,TL-0825,0,0
725283,TM-3300,59,51,0,TA-1050,8,0
725287,JH-3230,68,68,0,,0,0
725294,TM-3300,39,14,1,,0,0
725302,BW-2625,38,38,0,,0,0
725310,BC-2000,41,41,0,,0,0
725320,BW-2625,36,36,0,,0,0
725326,BC-2000,44,34,0,BR-0050,10,0
725336,BW-2625,43,43,0,,0,0
725340,BC-2000,51,44,0,BR-0050,7,0
725346,BW-2625,45,46,0,DJ-1850,-1,0
725357,BC-2000,41,41,0,BR-0050,0,0
725396,BC-2000,39,27,0,OB-0075,12,0
725400,BW-2625,58,61,0,DJ-1850,-3,0
725406,BC-2000,50,22,0,OB-0075,28,0
725410,BW-2625,56,47,0,DJ-1850,9,0
725414,BC-2000,42,42,0,,0,0
725420,BW-2625,56,56,0,,0,0
725424,BC-2000,54,54,0,,0,0
725428,BW-2625,43,43,0,,0,0
725462,BW-2625,52,27,1,,0,0
725471,DK-0350,59,50,0,WF-0300,9,0
725478,SL-0400,53,28,1,,0,0
725485,DK-0350,38,38,0,WF-0300,0,1
725492,SL-0400,53,53,0,IB-0250,0,1
725498,DK-0350,52,46,0,WF-0300,6,0
725539,SL-0400,45,34,0,IB-0250,11,0
725552,SL-0400,38,38,0,IB-0250,0,1
725559,DK-0350,53,41,0,WF-0300,12,0
725593,DK-0350,52,27,1,,0,0
725610,DK-0350,38,38,0,,0,0
725627,MD-0125,42,42,0,JK-1000,0,1
725645,MD-0125,35,35,0,JK-1000,0,1
725654,BP-0750,59,60,0,JG-2950,-1,0
725693,BP-0750,44,38,0,JL-0215,6,0
725719,MD-0125,40,15,1,,0,0
725724,BP-0750,42,41,0,JL-0215,1,0
725735,BP-0750,44,44,0,JL-0215,0,1
725759,MD-0125,53,51,0,JK-1000,2,0
725779,MD-0125,39,39,0,JK-1000,0,1
725802,BK-0700,43,43,0,ER-0500,0,1
725831,PO-0050,39,39,0,MM-0900,0,1
725851,BK-0700,44,44,0,ER-0500,0,1
725857,PO-0050,55,47,0,MM-0900,8,0
725869,PO-0050,45,45,0,MM-0900,0,1
725897,PO-0050,43,43,0,MM-0900,0,1
725927,BK-0700,47,47,0,ER-0500,0,1
725948,BK-0700,43,39,0,ER-0500,4,0
725979,JR-3700,54,41,0,AH-3862,13,0
725994,JR-3700,48,48,0,,0,0
726015,BA-0850,27,27,0,TL-1025,0,1
726019,JR-3700,43,43,0,,0,0
726042,JR-3700,43,32,0,AH-3862,11,0
726046,BA-0850,46,46,0,,0,0
726052,JR-3700,42,42,0,,0,0
726060,BA-0850,31,31,0,,0,0
726065,JR-3700,45,45,0,AH-3862,0,1
726073,BA-0850,56,56,0,TL-1025,0,0
726081,JR-3700,55,31,0,AH-3862,24,0
726115,MP-0050,42,42,0,,0,0
726122,MK-0760,48,48,0,TG-0900,0,1
726129,MP-0050,42,30,0,JR-2075,12,0
726159,MP-0050,45,36,0,JR-2075,9,0
726173,MP-0050,47,42,0,JR-2075,5,0
726177,MK-0760,39,39,0,,0,0
726182,MP-0050,55,49,0,JR-2075,6,0
726187,MK-0760,46,46,0,TG-0900,0,1
726211,MK-0760,56,37,0,TG-0900,19,0
726233,MK-0760,51,51,0,TG-0900,0,1
726261,MP-0050,49,47,0,JR-2075,2,0
726287,RA-0850,55,45,0,JR-3270,10,0
726301,RA-0850,43,43,0,BS-2300,0,0
726305,LE-0025,44,44,0,DA-0900,0,1
726311,RA-0850,32,32,0,JR-3270,0,1
726368,LE-0025,50,42,0,DA-0900,8,0
726392,LE-0025,41,41,0,DA-0900,0,1
726399,RA-0850,47,47,0,JR-3270,0,1
726423,LE-0025,43,28,0,DA-0900,15,0
726448,RD-1187,59,42,0,TH-1750,17,0
726452,DC-3200,49,49,0,JN-1900,0,1
726456,RD-1187,35,35,0,,0,0
726466,DC-3200,38,13,1,,0,0
726473,RD-1187,40,40,0,TH-1750,0,1
726483,DC-3200,45,45,0,JN-1900,0,1
726495,RD-1187,45,34,0,TH-1750,11,0
726499,DC-3200,53,51,0,JN-1900,2,0
726521,DC-3200,55,46,0,JN-1900,9,0
726525,RD-1187,37,37,0,,0,0
726532,DC-3200,42,39,0,JN-1900,3,0
726565,RD-1187,55,55,0,,0,0
726570,DC-3200,44,44,0,JN-1900,0,0
726575,DC-3200,44,44,0,JN-1900,0,1
726587,DC-3200,53,49,0,JN-1900,4,0
726699,DJ-2800,37,37,0,,0,0
726714,JS-1050,43,43,0,,0,0
726784,DJ-2800,34,34,0,RC-1500,0,0
726820,CJ-2100,55,54,0,AT-0350,1,0
726831,JL-2250,43,42,0,LW-1150,1,0
726835,CJ-2100,48,48,0,,0,0
726858,JL-2250,37,37,0,CB-1130,0,1
726876,JL-2250,16,16,0,,0,0
726880,CJ-2100,45,45,0,CP-0750,0,1
726887,JL-2250,25,25,0,,0,0
726899,JL-2250,38,38,0,CB-1130,0,1
726906,CJ-2100,42,42,0,,0,0
726935,CJ-2100,46,49,0,AT-0350,-3,0
726945,JL-2250,33,33,0,,0,0
726957,JL-2250,32,30,0,LW-1150,2,0
726961,CJ-2100,41,41,0,CP-0750,0,0
726979,RD-1187,58,54,0,BW-0400,4,0
726984,BN-0700,65,65,0,KR-0312,0,0
726992,RD-1187,58,33,1,,0,0
726996,BN-0700,50,51,0,KR-0312,-1,0
727001,RD-1187,46,46,0,BW-0400,0,1
727011,BN-0700,36,36,0,,0,0
727015,RD-1187,50,45,0,BW-0400,5,0
727043,RD-1187,41,41,0,,0,0
727053,BN-0700,53,34,0,KR-0312,19,0
727063,BN-0700,41,19,0,KR-0312,22,0
727067,RD-1187,35,35,0,,0,0
727082,BN-0700,41,41,0,KR-0312,0,1
727086,RD-1187,45,45,0,BW-0400,0,1
727110,RD-1187,41,41,0,BW-0400,0,0
727122,RD-1187,40,15,1,,0,0
727129,BN-0700,38,38,0,KR-0312,0,1
727133,RD-1187,45,45,0,BW-0400,0,1
727137,BN-0700,45,45,0,KR-0312,0,1
