pid,qtr,min,sec,dwn,yds,pts,player,type
87792,4,6,10,2,79,7,PJ-0300,REC
87801,4,3,20,1,63,7,FT-0100,RUSH
87807,4,2,43,2,12,7,TG-1300,REC
87869,2,9,0,4,2,7,DC-4400,RUSH
87896,2,1,10,1,9,7,JR-1200,REC
87916,3,13,41,2,2,7,RM-5000,REC
87918,3,13,36,0,90,7,CR-1500,KR
87944,3,1,37,1,29,6,DB-1000,REC
87952,4,14,12,1,0,7,RE-0300,FUM
87967,4,7,33,4,5,6,DA-0600,REC
87979,4,3,13,3,3,6,PP-1000,REC
87991,4,0,30,2,2,7,MW-2900,RUSH
88024,5,4,58,1,48,6,PP-1000,REC
88037,1,9,24,3,4,7,DM-0700,RUSH
88082,2,5,19,3,5,7,JP-1300,REC
88097,2,2,13,2,34,7,DS-3600,REC
88106,2,0,48,1,14,7,TG-1100,REC
88114,3,14,4,3,38,7,KC-2500,FUM
88144,3,0,38,1,26,7,DD-2600,REC
88179,4,2,5,2,2,7,DM-0700,RUSH
88238,2,8,53,2,1,7,CC-2300,REC
88269,3,13,44,3,24,7,TJ-2500,FUM
88294,3,3,16,1,90,7,VG-0200,INT
88300,3,1,29,1,11,7,AB-1100,REC
88310,4,11,4,3,49,7,DB-3600,REC
88335,4,3,13,2,2,7,KF-0200,RUSH
88356,1,10,54,2,35,7,CC-4100,REC
88378,1,2,9,3,3,7,CC-4100,RUSH
88479,4,11,45,2,0,7,RJ-1000,FUM
88560,2,8,1,3,8,7,TO-0200,REC
88597,3,9,6,1,1,7,MA-1000,REC
88621,4,14,20,2,1,7,OG-0300,RUSH
88646,4,3,3,1,11,7,SM-2900,REC
88656,4,1,25,1,1,7,JG-0600,RUSH
88726,2,4,14,3,1,7,IM-0200,REC
88752,3,12,10,3,58,7,TJ-2700,RUSH
88792,4,12,52,0,95,7,MJ-0700,KR
88812,4,3,22,3,4,7,FS-0100,REC
88877,2,10,36,3,28,7,JS-2700,REC
88881,2,9,56,2,31,7,JS-1700,INT
88895,2,4,41,2,6,7,RP-1900,REC
88925,3,11,47,3,1,7,MF-0300,RUSH
88970,4,8,31,1,8,7,MF-0300,RUSH
89018,1,4,5,1,34,7,HW-0100,REC
89027,1,1,13,1,36,7,CG-0400,RUSH
89071,2,1,47,3,21,7,JP-3400,REC
89123,3,0,1,3,5,7,HW-0100,REC
89125,4,15,0,0,96,7,TK-0500,KR
89188,1,8,19,3,8,7,DM-2200,RUSH
89207,1,0,16,2,2,7,JT-2200,REC
89220,2,12,23,4,90,7,JG-3200,PR
89273,3,10,11,2,39,7,JT-2800,REC
89309,4,10,3,1,47,7,DL-1100,RUSH
89340,1,10,22,3,65,7,MJ-0700,REC
89367,2,15,0,2,4,7,LT-0600,RUSH
89388,2,5,8,2,2,7,LT-0600,RUSH
89449,4,11,29,3,20,7,DE-0400,INT
89456,4,9,37,3,31,8,MS-1400,REC
89512,1,2,51,3,10,7,DW-2500,REC
89527,2,13,39,2,22,7,MB-2800,REC
89546,2,7,31,1,16,7,JP-1300,REC
89550,2,6,38,2,7,7,AB-2900,RUSH
89586,3,8,21,2,5,7,JH-5200,REC
89648,4,1,18,2,29,8,DS-3600,REC
89687,1,3,46,1,24,7,CM-1800,FUM
89705,2,9,55,2,1,7,CP-2100,RUSH
89727,2,2,54,2,1,7,TH-1400,RUSH
89779,3,0,36,2,1,7,DC-0800,REC
89802,4,7,40,3,4,6,JR-1200,REC
89816,4,2,45,1,26,7,RS-2100,REC
89825,4,1,16,1,2,7,EM-1800,REC
89839,1,12,42,4,0,7,ED-0900,PR
89853,1,7,31,3,78,7,MA-0900,INT
89870,2,15,0,1,21,7,DD-2600,REC
89906,2,3,21,3,39,7,LW-0400,REC
89932,3,8,0,3,8,7,RF-0300,REC
89952,3,1,53,1,3,7,BF-1100,REC
89977,4,8,25,1,1,7,CS-0800,RUSH
89998,4,1,52,1,52,7,JS-6500,REC
90040,1,2,31,1,42,7,QI-0100,REC
90146,4,4,16,2,43,7,RW-1100,REC
90197,1,0,56,1,10,7,RM-3100,REC
90304,4,5,4,1,53,7,RW-2600,RUSH
90313,4,2,0,2,5,7,TM-2800,RUSH
90354,2,13,0,1,1,7,MB-2000,RUSH
90415,3,5,20,1,14,7,SS-2100,REC
90432,4,13,33,1,12,7,LS-1100,RUSH
90445,4,8,2,3,24,7,LS-1100,RUSH
90457,4,3,32,2,4,7,CW-0600,REC
90512,2,15,0,1,14,7,EK-0300,REC
90531,2,7,2,1,23,6,KF-0200,REC
90563,3,13,5,2,3,7,PH-0600,REC
90576,3,7,47,1,9,8,TB-3300,REC
90598,4,15,0,1,18,7,DG-2100,REC
90605,4,13,31,3,38,7,DP-0500,REC
90616,4,9,27,3,15,7,EK-0300,REC
90624,4,6,18,2,42,7,AS-2500,RUSH
90632,4,4,42,2,6,7,PH-0600,RUSH
90649,4,0,3,3,1,7,PH-0600,RUSH
90820,1,12,45,0,100,7,RS-3500,KR
90866,2,9,11,1,35,7,JT-2800,REC
90878,2,5,27,2,2,7,DM-2200,RUSH
90907,3,13,7,2,59,7,AF-1300,REC
90918,3,11,7,2,25,7,TP-1500,REC
90950,4,13,45,3,2,7,TP-1500,REC
90997,1,9,50,2,7,7,KB-0300,RUSH
91036,2,9,32,1,38,7,TO-0200,RUSH
91052,2,3,7,1,19,7,ZF-0100,REC
91150,1,11,0,1,14,7,AD-0400,REC
91172,1,1,44,2,2,7,EG-0200,RUSH
91190,2,8,59,2,12,7,JS-3200,REC
91210,2,3,3,3,16,7,AD-1700,INT
91252,3,1,41,4,74,7,DN-1400,PR
91279,4,5,11,3,7,7,KD-1900,REC
91293,4,2,41,2,12,7,AD-0400,REC
91305,4,0,18,3,8,7,DN-1400,REC
91349,1,2,2,3,20,7,BF-0400,REC
91386,2,5,6,1,13,7,BF-0400,REC
91420,3,5,15,4,4,7,WD-0700,RUSH
91498,1,4,34,1,5,7,MF-0300,RUSH
91542,2,1,2,1,9,7,RD-1900,REC
91596,4,10,49,2,2,6,MA-0600,RUSH
91610,4,4,29,4,21,7,LG-0500,RUSH
91623,4,1,9,3,39,7,DB-4200,INT
91645,1,8,44,1,6,7,TB-0400,RUSH
91706,2,0,14,1,38,7,JL-3100,INT
91755,4,10,46,3,7,7,MS-1400,REC
91774,4,2,18,3,10,7,MS-1400,RUSH
91796,1,10,52,1,2,7,PP-1000,REC
91815,1,2,30,2,8,7,RC-1900,FUM
91844,2,4,41,1,4,7,EM-1800,REC
91856,2,0,34,3,5,7,DT-0500,REC
91916,4,9,1,1,1,7,DM-3000,REC
91930,4,2,52,2,3,7,JD-1000,REC
91949,5,13,12,1,26,6,TH-1400,REC
91979,1,2,32,2,51,7,BS-2000,INT
91986,2,15,0,1,35,7,RD-1900,REC
92005,2,7,45,2,65,7,KM-0900,REC
92028,2,1,1,1,25,7,SQ-0100,INT
92044,3,10,54,2,22,7,KD-1000,REC
92099,4,3,12,3,1,7,MA-0600,RUSH
92122,1,10,42,3,22,7,JH-0300,FUM
92176,2,4,58,1,38,7,BS-1100,REC
92191,2,1,29,3,4,7,DS-3600,REC
92229,3,3,46,1,12,8,DM-0700,RUSH
92273,4,3,45,3,6,6,JP-1300,REC
92317,1,0,28,2,3,7,LS-1100,RUSH
92351,2,1,50,1,31,7,DD-2600,REC
92406,4,12,59,1,2,7,LS-1100,RUSH
92429,4,4,16,2,22,7,DD-2600,REC
92451,1,13,33,1,1,7,SM-0100,RUSH
92499,2,7,50,2,1,7,SM-0100,RUSH
92529,3,10,37,1,8,7,SM-0100,RUSH
92550,3,0,40,2,22,7,FT-0100,RUSH
92596,1,13,10,1,1,7,JF-1400,RUSH
92609,1,6,57,1,9,7,TG-1300,REC
92634,2,13,2,1,25,7,PH-0600,RUSH
92647,2,9,29,1,8,7,JM-6400,REC
92688,3,11,43,1,42,7,TG-1300,REC
92694,3,9,20,1,3,7,RW-2600,RUSH
92720,4,13,46,1,6,7,TG-1300,REC
92728,4,11,35,1,6,7,RK-0800,REC
92746,4,5,54,1,3,7,BB-0100,REC
92774,1,14,46,1,17,7,CG-0400,REC
92783,1,11,24,4,83,7,PB-0800,PR
92789,1,9,56,4,-5,7,PB-0800,PR
92803,1,2,47,2,1,7,EG-0200,RUSH
92846,2,1,3,1,10,7,JR-2000,REC
92866,3,10,26,2,82,7,RW-4100,INT
92876,3,7,11,1,3,6,JS-3200,RUSH
92895,3,0,34,3,6,6,DB-1700,REC
92910,4,11,52,2,49,6,JM-2200,REC
92920,4,7,33,2,10,7,JP-3400,REC
92928,4,5,29,1,41,7,TB-2900,REC
92958,1,10,19,3,23,7,CB-2500,REC
92992,2,13,36,3,1,7,DS-3500,RUSH
93009,2,5,17,2,1,7,DS-3500,RUSH
93040,3,11,43,4,57,8,BD-0700,REC
93047,3,9,13,1,29,7,CB-2500,REC
93099,4,5,5,2,38,7,JT-2800,REC
93233,4,15,0,1,4,7,JW-2500,RUSH
93259,4,2,5,2,10,7,PB-1000,REC
93299,1,9,30,2,5,7,CF-0300,REC
93315,1,4,25,1,52,7,CC-4100,REC
93327,2,14,17,3,1,7,MV-0400,REC
93356,2,2,28,3,37,7,LT-0600,RUSH
93372,3,14,26,2,58,7,LT-0600,RUSH
93464,1,5,27,1,17,7,DS-1100,REC
93514,2,1,30,1,21,7,IB-0200,REC
93615,1,11,23,2,2,6,SA-0600,RUSH
93626,1,7,30,1,20,8,SA-0600,RUSH
93639,1,1,57,2,12,7,DC-4400,RUSH
93672,2,3,9,1,80,7,SA-0600,REC
93677,2,2,0,1,3,7,SA-0600,RUSH
93680,2,1,52,1,14,7,SA-0600,RUSH
93684,2,1,15,2,46,7,RT-1200,INT
93705,3,12,11,1,3,7,MW-2900,RUSH
93764,4,9,0,3,5,6,MW-2900,RUSH
93830,2,14,28,3,23,7,TH-1100,REC
93841,2,10,37,1,2,7,JL-1400,RUSH
93870,2,0,22,3,3,7,TH-1100,REC
93875,2,0,1,1,107,7,CM-0600,MFGR
93893,3,8,48,3,1,7,RD-1800,RUSH
93920,3,1,36,1,2,6,PH-0200,REC
93954,4,4,51,1,1,7,BG-1900,RUSH
94071,3,4,43,3,76,7,KJ-0700,REC
94105,4,6,24,1,0,7,WS-0100,INT
94169,1,0,46,1,29,7,JP-3400,REC
94182,2,9,53,3,2,7,PP-1000,REC
94189,2,8,17,2,1,7,RG-0200,RUSH
94197,2,6,48,1,2,7,DM-3000,REC
94204,2,4,46,2,36,7,CG-0400,RUSH
94221,2,0,46,1,5,7,LC-0400,RUSH
94249,3,6,20,2,1,7,ZC-0200,RUSH
94259,3,2,24,1,2,7,TH-1400,RUSH
94279,4,11,28,2,69,7,CG-0400,REC
94289,4,8,21,3,81,7,PB-0800,INT
94299,4,4,26,1,20,7,JR-2000,REC
94386,2,2,5,3,31,7,IB-0300,REC
94464,4,2,44,3,15,7,FJ-0500,REC
94520,2,15,0,3,12,7,IH-0100,REC
94545,2,5,53,2,30,7,ES-1000,RUSH
94550,2,4,20,1,56,7,AT-0900,REC
94612,4,10,57,2,5,7,AB-3800,REC
94622,4,6,56,2,17,7,MR-1000,REC
94652,1,13,7,2,69,7,EM-0500,REC
94702,2,4,30,1,8,7,CP-2100,REC
94788,4,3,2,3,28,7,DO-0200,INT
94801,4,1,35,3,8,6,CC-4100,REC
94834,1,4,27,3,11,7,PM-0200,RUSH
94848,2,13,47,1,3,7,MP-1500,REC
94866,2,8,5,3,3,7,MH-1200,REC
94881,2,0,50,2,2,7,CD-1500,RUSH
94908,3,6,7,1,67,7,CD-1500,RUSH
94925,4,15,0,1,3,7,EJ-0200,RUSH
94963,4,1,0,1,30,7,PW-0400,REC
95029,2,3,47,2,4,7,CL-0900,REC
95039,2,1,20,1,2,8,KB-1700,REC
95095,4,10,41,1,1,7,SM-0100,RUSH
95106,4,6,40,4,69,7,BS-1700,PR
95119,4,2,54,1,4,8,DM-2200,RUSH
95142,4,0,3,3,8,7,AF-1300,REC
95176,1,0,19,3,8,6,JF-1400,RUSH
95190,2,11,44,3,7,7,CC-1300,REC
95229,3,9,44,1,34,6,DP-0500,REC
95249,3,1,12,3,1,7,RM-3100,REC
95277,4,4,48,2,25,7,DP-0500,REC
95327,1,1,46,1,15,7,JP-1300,REC
95356,2,5,28,1,20,7,PB-1000,REC
95360,2,4,51,1,1,6,DM-0700,RUSH
95369,2,1,55,2,2,7,HW-0100,REC
95384,3,13,5,1,52,7,DM-0700,RUSH
95399,3,6,4,2,6,7,JB-3400,RUSH
95455,4,1,31,3,14,8,TM-0900,REC
95489,1,2,47,1,17,7,CM-0600,RUSH
95528,2,1,46,1,12,6,PH-0600,RUSH
95537,2,0,20,1,2,8,AB-1100,REC
95578,4,13,37,3,27,7,SM-3600,REC
95586,4,10,27,2,60,7,DH-0600,REC
95613,4,0,34,2,19,7,PH-0600,REC
95657,1,0,26,3,13,7,JS-6900,REC
95674,2,7,49,1,6,7,JG-0600,RUSH
95696,2,0,12,2,37,7,JW-1600,INT
95744,4,9,59,2,16,7,GH-0900,RUSH
95769,4,0,32,4,7,7,LG-0500,REC
95824,2,9,21,1,11,7,SM-2400,RUSH
95843,2,2,49,1,20,7,RG-0400,REC
95856,2,0,41,2,8,7,JS-3200,REC
95874,3,10,29,2,1,7,SD-0400,RUSH
95889,3,3,40,2,23,7,KL-1100,REC
95900,4,14,25,1,14,7,KL-1100,ORCV
95988,2,9,58,3,30,7,BS-4100,REC
96022,3,13,29,2,35,7,BS-4100,REC
96054,4,14,20,3,2,8,MC-0200,REC
96075,4,8,2,1,37,7,DN-1400,REC
96102,4,1,2,1,17,6,DN-1400,REC
96126,1,11,8,1,85,7,DD-2600,REC
96143,1,3,38,2,19,7,TD-0800,REC
96149,1,1,59,1,4,7,MB-2800,REC
96159,2,13,7,2,5,7,BF-1100,REC
96187,2,2,56,3,1,7,JD-1000,REC
96220,3,9,7,2,72,7,KG-0400,INT
96272,4,6,56,2,21,7,JD-1000,REC
96305,1,8,10,3,1,7,JB-3400,RUSH
96335,2,10,15,1,41,7,JB-3400,RUSH
96346,2,6,40,3,4,7,DK-1100,REC
96372,3,15,0,0,99,7,AR-0200,KR
96404,3,0,19,2,2,7,CD-1500,RUSH
96483,1,0,3,3,25,7,BH-1500,REC
96592,4,4,8,3,80,7,JG-0500,REC
96611,4,1,3,4,24,7,AB-3800,REC
96669,2,10,40,2,26,7,JG-0100,REC
96684,2,5,11,2,17,7,DC-0700,RUSH
96698,2,0,58,1,1,7,TH-1400,RUSH
96726,3,6,40,2,23,7,TH-1400,RUSH
96747,4,14,15,2,5,7,BM-2200,REC
96757,4,10,45,1,23,7,EM-1800,REC
96772,4,4,2,3,26,7,PP-1000,REC
96796,1,12,23,2,11,7,MP-1500,REC
96905,3,4,30,4,5,7,JL-1400,RUSH
96931,4,9,8,2,5,7,JL-1400,RUSH
96967,1,10,58,3,41,7,MR-0800,REC
96972,1,9,48,2,20,7,CC-1800,INT
97001,2,12,40,3,1,7,JK-1600,REC
97029,2,1,17,1,20,7,AH-0200,REC
97050,3,9,55,1,7,7,DC-4400,RUSH
97097,4,5,37,1,45,7,MB-2000,REC
97108,4,2,14,1,2,7,MW-2900,RUSH
97183,2,3,49,2,3,7,WH-0600,REC
97188,2,3,8,1,8,7,AG-1600,REC
97236,3,3,55,1,2,7,BF-1100,REC
97255,4,12,12,3,1,7,AG-1600,RUSH
97275,4,6,3,2,4,7,DG-1200,REC
97324,2,15,0,3,15,7,DJ-1800,RUSH
97373,3,8,17,1,18,7,IH-0100,REC
97403,4,8,13,1,14,7,BF-0400,REC
97438,1,11,59,1,19,7,TD-2500,RUSH
97459,1,3,56,2,1,7,PH-0600,RUSH
97498,2,2,8,1,44,7,MB-2600,REC
97530,3,6,1,2,1,7,LT-0600,RUSH
97539,3,2,32,3,19,7,MB-2600,REC
97549,4,13,20,1,11,7,CC-4100,RUSH
97560,4,8,12,3,3,7,TG-1300,REC
97571,4,4,12,1,11,7,TD-2500,REC
97588,4,0,19,3,2,7,RC-0100,REC
97607,1,7,27,1,7,7,IB-0200,REC
97638,2,10,39,1,13,7,TH-2300,REC
97710,4,13,49,2,10,7,MF-0300,REC
97718,4,11,19,1,1,7,MB-4800,RUSH
97729,4,8,11,1,2,7,TK-0500,REC
97773,1,9,5,2,1,7,MA-0600,RUSH
97875,4,15,0,3,17,7,MA-0600,RUSH
97946,1,4,38,2,8,7,EG-0200,REC
97987,2,3,57,3,4,7,DG-0600,RUSH
98035,3,1,30,1,41,7,DG-0600,RUSH
98051,4,8,10,4,1,7,EG-0200,RUSH
98104,1,4,46,1,2,7,BW-1850,REC
98115,2,15,0,3,17,7,JH-5200,REC
98125,2,10,44,2,1,7,SD-0400,RUSH
98127,2,10,39,0,90,6,ML-1700,KR
98140,2,5,20,2,1,7,PR-0100,RUSH
98149,2,2,0,3,78,7,IO-0100,INT
98166,3,13,31,4,83,7,ML-1700,PR
98197,4,15,0,3,31,7,JR-0900,REC
98203,4,14,19,3,62,6,KW-0800,REC
98297,2,7,16,2,10,7,RW-2600,RUSH
98368,4,9,52,2,2,7,RW-2600,RUSH
98375,4,8,26,3,40,7,PS-1000,INT
98390,4,3,41,1,1,7,MA-1000,REC
98439,1,6,55,1,8,7,TO-0200,REC
98451,1,1,50,1,5,7,MS-5400,REC
98478,2,6,3,4,61,7,BE-0600,PR
98524,3,5,36,2,6,7,KB-0300,RUSH
98534,3,1,14,3,1,7,SA-0600,RUSH
98557,4,7,53,1,37,8,TO-0200,REC
98668,3,8,2,1,78,6,AB-3800,REC
98818,2,2,47,2,7,7,TD-2200,RUSH
98848,3,5,12,2,1,7,TD-2200,RUSH
98862,3,0,25,1,44,7,MV-0300,RUSH
98951,2,13,7,2,1,7,TH-1100,REC
98968,2,5,54,2,9,7,FT-0100,RUSH
99026,3,0,58,1,20,7,TH-1100,REC
99114,2,14,10,2,1,7,WG-0700,RUSH
99120,2,11,57,1,37,7,CB-2500,REC
99171,3,8,50,2,39,7,CB-2500,REC
99173,3,8,44,0,95,7,AD-0400,KR
99191,3,2,23,1,25,7,QM-0500,REC
99234,4,2,0,2,2,7,JW-2500,RUSH
99301,2,5,2,1,6,7,JS-6500,RUSH
99312,2,1,14,4,1,7,JS-6500,RUSH
99321,2,0,11,1,14,7,MB-2800,REC
99334,3,10,15,2,1,7,AT-0500,RUSH
99441,1,4,28,1,24,7,AG-1600,RUSH
99482,2,5,12,1,2,7,AG-1600,RUSH
99561,4,7,53,1,8,7,AG-1600,RUSH
99589,1,9,28,1,1,7,PH-0600,RUSH
99674,3,11,47,2,82,7,SS-1200,REC
99682,3,8,31,1,14,7,TR-0300,RUSH
99693,3,4,41,3,2,7,CP-2100,RUSH
99705,3,0,43,1,4,7,PH-0600,RUSH
99717,4,12,46,2,1,7,PH-0600,RUSH
99723,4,10,55,2,28,7,SS-1200,REC
99755,4,0,24,3,2,7,MA-1000,RUSH
99787,1,8,37,2,4,7,RM-3100,REC
99815,2,12,50,2,70,7,EM-1800,REC
99839,2,2,33,3,29,7,NC-0200,INT
99951,1,9,34,3,4,7,TO-0200,REC
99964,1,3,14,3,4,7,DM-0700,REC
99974,2,13,36,1,2,7,GH-0900,RUSH
100041,3,1,16,1,8,7,GH-0900,RUSH
100054,4,12,39,1,10,6,JH-5200,REC
100060,4,11,20,2,20,6,JH-5200,REC
100087,4,1,58,1,1,7,AB-2900,RUSH
100155,2,2,33,1,7,7,LC-0800,REC
100188,3,7,56,1,5,7,CM-0600,RUSH
100234,4,3,9,3,1,7,MW-2900,RUSH
100298,2,7,22,3,9,7,RC-0100,REC
100328,3,9,17,3,4,7,LT-0600,REC
100338,3,5,21,1,4,7,JR-2000,REC
100354,4,15,0,2,17,7,JP-3400,REC
100376,4,7,27,3,1,7,DB-3800,RUSH
100397,4,1,26,1,7,7,JR-2500,REC
100416,5,11,27,1,19,6,LT-0600,RUSH
100442,1,5,48,3,11,7,DB-4200,FUM
100492,2,2,37,2,42,7,TP-1500,REC
100556,4,8,24,2,1,7,DM-2200,RUSH
100600,1,6,6,2,6,7,MF-0300,REC
100637,2,7,5,1,79,7,KR-1100,REC
100663,2,0,29,0,97,7,MM-5300,KR
100689,3,5,19,2,3,7,MF-0300,RUSH
100711,4,12,16,2,2,7,MF-0300,RUSH
100724,4,6,9,3,1,7,MF-0300,RUSH
100733,4,3,41,1,11,6,RT-1200,FUM
100760,1,10,25,2,17,7,HW-0100,REC
100782,1,0,48,1,3,7,JB-3400,RUSH
100802,2,7,39,1,5,7,JB-3400,RUSH
100837,3,11,46,1,41,7,MP-1500,REC
100854,3,5,54,3,14,7,HW-0100,REC
100911,1,12,55,1,35,7,AZ-0100,RUSH
100936,1,1,22,3,20,7,PB-1000,REC
100941,2,15,0,2,9,7,PB-1000,REC
100966,2,5,30,1,1,7,AZ-0100,RUSH
101006,3,9,21,1,18,8,JJ-4500,REC
101040,4,11,17,1,1,7,JB-3800,RUSH
101101,1,3,41,1,5,7,TH-1400,RUSH
101131,2,5,10,2,23,7,AH-0200,REC
101138,2,3,5,3,2,7,JS-6500,RUSH
101147,2,1,15,1,59,7,PP-1000,REC
101188,3,2,7,2,5,7,TH-1400,RUSH
101410,1,11,6,2,1,7,LN-0200,REC
101439,2,13,46,2,4,7,CD-1500,RUSH
101485,3,13,27,2,32,7,DM-0500,REC
101499,3,8,57,1,39,7,KD-1900,REC
101522,4,13,38,2,8,7,MS-0500,REC
101531,4,10,13,2,16,7,DM-0500,REC
101627,2,0,15,3,2,7,SA-0600,RUSH
101663,3,0,34,2,39,7,JG-0500,REC
101676,4,10,20,3,5,7,SA-0600,RUSH
101687,4,5,39,1,1,7,ES-1000,RUSH
101749,2,12,11,3,25,7,JS-4400,REC
101764,2,8,6,2,3,7,JW-1900,RUSH
101838,4,11,33,3,1,8,BM-2200,REC
101847,4,7,46,2,2,7,SM-0100,RUSH
101910,1,0,15,2,1,7,DJ-2100,REC
101986,3,1,26,1,3,7,PH-0600,RUSH
102027,4,2,0,3,4,7,TR-0300,REC
102103,2,1,42,4,1,7,MW-2900,RUSH
102125,3,10,28,1,39,7,RM-5000,REC
102155,4,15,0,3,27,7,MB-2800,REC
102210,1,10,13,1,1,7,CP-2100,RUSH
102235,2,15,0,1,8,7,SS-1200,REC
102254,2,7,20,1,3,7,AS-2500,RUSH
102265,2,2,49,2,4,7,CP-2100,RUSH
102313,4,15,0,1,8,6,CF-0300,REC
102381,1,2,48,4,1,7,DM-0700,RUSH
102395,2,12,6,1,3,7,MV-0300,RUSH
102414,2,3,58,1,3,7,WD-0700,RUSH
102436,3,12,6,1,8,7,BC-1100,RUSH
102441,3,10,46,1,19,8,DM-0700,REC
102459,3,2,35,1,6,7,JH-5200,REC
102487,4,6,5,3,32,7,MV-0300,RUSH
102508,4,2,26,2,16,7,DM-0700,RUSH
102527,1,14,37,4,63,7,SM-3600,PR
102547,1,6,16,1,37,7,LC-0800,REC
102561,2,14,28,1,8,7,WC-0100,REC
102626,3,4,47,3,5,7,MC-0200,REC
102642,3,0,17,3,4,8,AD-0400,REC
102701,1,7,26,3,21,7,TO-0200,REC
102710,1,4,21,3,47,7,TS-3400,REC
102724,2,14,9,1,5,7,KB-0300,RUSH
102735,2,9,27,4,7,7,MS-1400,RUSH
102760,2,0,24,3,61,7,TO-0200,REC
102774,3,11,27,2,34,7,JP-3200,RUSH
102792,3,3,32,1,11,7,MS-1400,RUSH
102801,4,15,0,3,9,7,KB-0300,REC
102816,4,8,27,2,7,7,TJ-2700,RUSH
102870,1,3,46,2,9,7,DM-0900,REC
102889,2,11,9,2,33,7,CD-1800,REC
102918,2,1,16,3,1,7,PM-0200,RUSH
102965,4,15,0,1,2,8,EJ-0200,REC
102986,4,6,53,3,20,6,RW-2700,REC
103139,4,10,42,3,40,8,DM-2200,RUSH
103176,1,11,25,3,31,7,RP-1900,REC
103225,2,2,37,2,8,7,FS-0100,REC
103235,2,0,58,2,7,7,TH-2300,REC
103290,4,10,54,3,3,7,DB-0900,INT
103313,4,2,0,2,13,7,MF-0300,RUSH
103366,2,12,40,1,4,7,PK-0200,FUM
103382,2,6,0,1,1,7,TD-2200,RUSH
103394,2,2,0,3,7,7,TT-0400,REC
103406,3,11,56,1,19,7,AR-0800,RUSH
103482,1,10,32,2,5,7,CF-0300,REC
103508,2,13,3,3,13,7,AS-2500,REC
103549,2,0,14,2,1,7,PP-1000,REC
103568,3,7,46,3,45,7,KF-0200,RUSH
103585,3,0,59,2,2,7,AS-2500,RUSH
103607,4,7,1,3,14,7,AS-2500,REC
103698,2,4,47,2,5,7,DM-2200,RUSH
103707,2,2,0,2,6,7,AT-0500,RUSH
103811,1,10,9,4,87,7,DN-1400,PR
103846,2,11,49,4,1,7,SH-0600,REC
103856,2,8,45,1,20,7,HW-0100,REC
103872,2,2,0,1,1,7,MB-4400,REC
103952,4,4,38,1,31,6,QM-0500,REC
104103,4,7,45,1,3,7,TH-0400,RUSH
104168,1,0,12,3,102,7,AH-2000,INT
104187,2,5,58,1,26,7,MW-1200,REC
104206,2,0,54,2,33,7,PW-0400,REC
104259,4,11,34,3,12,7,MW-1200,REC
104272,4,6,6,2,10,7,CJ-1200,REC
104323,1,0,4,3,3,7,MG-1600,REC
104334,2,10,31,2,61,7,KB-2400,FUM
104400,4,12,22,3,2,8,MR-1200,REC
104431,4,1,59,1,19,7,MH-1200,REC
104463,1,8,17,3,1,7,JP-3400,REC
104482,1,0,39,3,11,7,CW-3200,REC
104564,4,13,2,3,2,7,TS-3400,REC
104578,4,6,33,1,10,7,CG-0400,RUSH
104638,1,3,28,2,8,7,CP-0900,RUSH
104646,1,1,1,4,52,7,SM-3600,PR
104670,2,6,17,2,1,7,AB-1100,REC
104679,2,3,44,2,13,7,CC-4100,REC
104687,2,1,5,2,17,7,CM-0600,RUSH
104728,3,2,0,1,7,6,LT-0600,RUSH
104768,4,2,0,3,61,7,LJ-1500,RUSH
104799,1,7,39,3,11,7,DM-0900,REC
104823,2,12,39,3,19,7,RG-0400,REC
104935,1,13,21,1,15,7,KW-1100,REC
104963,1,1,9,3,2,7,RD-1900,REC
104990,2,7,20,1,2,7,KJ-0700,REC
104994,2,7,2,1,85,7,MB-2000,RUSH
105035,3,5,17,3,19,7,KJ-0700,REC
105043,3,2,10,1,1,7,MW-2900,RUSH
105052,4,13,39,2,5,7,MA-0600,REC
105076,4,4,44,1,1,7,MW-2900,RUSH
105101,1,10,59,2,2,7,TB-0400,RUSH
105164,2,0,16,1,8,7,RD-1200,REC
105188,3,7,29,2,44,7,TB-0400,RUSH
105229,4,5,26,2,14,7,BS-1700,REC
105243,4,1,54,3,9,7,JS-4400,REC
105293,2,10,25,2,1,7,AG-1600,RUSH
105321,2,0,55,1,23,7,AG-1600,REC
105362,3,0,4,1,89,7,DS-1600,INT
105406,4,1,33,1,1,7,RL-1400,RUSH
105445,1,3,22,2,5,7,SA-0600,RUSH
105474,2,8,46,1,16,7,RH-0500,REC
105496,2,0,19,2,1,7,SA-0600,RUSH
105579,1,11,19,2,1,7,JL-1400,RUSH
105581,1,11,16,0,94,7,BB-1700,KR
105608,2,15,0,3,25,7,AT-0400,INT
105629,2,5,48,2,39,7,CJ-1200,REC
105643,2,1,43,4,95,7,LB-1000,PR
105682,3,3,0,3,1,7,TT-0400,REC
105709,4,6,25,1,3,7,JL-1400,RUSH
105725,4,2,33,3,3,7,PW-0400,REC
105792,2,5,53,1,20,7,DM-0700,RUSH
105812,2,0,41,1,3,7,JW-3000,REC
105838,3,7,33,2,1,7,LS-1100,RUSH
105853,3,1,40,2,4,7,DM-0700,RUSH
105894,4,3,37,1,15,7,WW-0100,REC
105908,4,0,37,2,7,7,DS-3600,REC
105914,4,0,8,4,34,7,CG-1800,FUM
105997,3,12,27,2,11,7,SP-1800,REC
